R_HIP Rot ANG	R_HIP Abd ANG	R_HIP Flex ANG	R_KNEE Rot ANG	R_KNEE Abd ANG	R_KNEE Flex ANG	R_ANK Rot ANG	R_ANK Abd ANG	R_ANK  Flex ANG	R_Elbow_Ang	R_Shl_Add_Ang	R_Shl_Flex_Ang	L_HIP Rot ANG	L_HIP Abd ANG	L_HIP Flex ANG	L_KNEE Rot ANG	L_KNEE Abd ANG	L_KNEE Flex ANG	L_ANK Rot ANG	L_ANK Abd ANG	L_ANK Flex ANG	L_Elbow_Ang	L_Shl_Add_Ang	L_Shl_Flex_Ang	Head_Lat_Tilt	Head_Fwd_Tilt	Head_Rotation	Trunk_Lat_Tilt	Trunk_Fwd_Tilt	Trunk_Rotation	Pelvis_Lat_Tilt	Pelvis_Fwd_Tilt	Pelvis_Rotation	R_Foot_Orientation	R_Foot_Null	R_Foot_Null	L_Foot_Orientation	L_Foot_Null	L_Foot_Null	R_HIP Rot FRC	R_HIP Abd FRC	R_HIP Flex FRC	R_KNEE Rot FRC	R_KNEE Abd FRC	R_KNEE Flex FRC	R_ANK Rot FRC	R_ANK Abd FRC	R_ANK  Flex FRC	R_GRF_FWD	R_GRF_LAT	R_GRF_VRT	L_HIP Rot FRC	L_HIP Abd FRC	L_HIP Flex FRC	L_KNEE Rot FRC	L_KNEE Abd FRC	L_KNEE Flex FRC	L_ANK Rot FRC	L_ANK Abd FRC	L_ANK  Flex FRC	L_GRF_FWD	L_GRF_LAT	L_GRF_VRT	R_HIP Rot MOM	R_HIP Abd MOM	R_HIP Flex MOM	R_KNEE Rot MOM	R_KNEE Abd MOM	R_KNEE Flex MOM	R_ANK Rot MOM	R_ANK Abd MOM	R_ANK  Flex MOM	L_HIP Rot MOM	L_HIP Abd MOM	L_HIP Flex MOM	L_KNEE Rot MOM	L_KNEE Abd MOM	L_KNEE Flex MOM	L_ANK Rot MOM	L_ANK Abd MOM	L_ANK  Flex MOM	R_HIP PWR	R_KNEE PWR	R_ANK PWR	L_HIP PWR	L_KNEE PWR	L_ANK PWR	L TIBIALIS ANT	L GASTROCNEMIUS	L MEDIAL HAM	L RECTUS	R TIBIALIS ANT	R GASTROCNEMIUS	R MEDIAL HAM	R RECTUS
2.668	11.919	18.959	-7.036	-3.047	13.787	0.153	-0.013	-4.784	33.768	22.885	-28.857	-11.129	-0.333	-10.345	-11.868	0.803	35.119	10.646	-2.655	-13.847	47.531	21.065	6.711				-6.107	-2.768	-2.68	2.627	0.142	-3.557	-4.337	0	0	-4.117	0	0	-0.178	-0.018	-0.033	-0.069	-0.02	-0.005	-0.02	-0.002	-0.001	0	0	0	-0.07	0.01	-0.015	0.012	0.048	-0.023	0.052	0.077	0	0.013	0	0.077	-0.002	-0.082	0.052	0.001	-0.008	-0.008	-0.001	0.001	-0.012	-0.028	-0.046	-0.223	-0.017	-0.052	0.149	0.016	-0.008	0.064	0.084	0.004	0.026	0.664	-0.821	0.332	599.107	9.809	674.372	16.661	48.568	9.319	124.094	46.745
3.141	12.167	17.945	-6.028	-2.901	14.065	-1.14	0.076	-3.813	33.978	22.706	-27.885	-10.626	-1.14	-9.089	-13.32	1.412	37.684	11.142	-3.321	-16.392	46.922	21.01	5.13				-6.155	-2.731	-2.63	2.814	-0.103	-3.693	-4.322	0	0	-4.146	0	0	-0.171	-0.016	-0.037	-0.066	-0.018	-0.007	-0.019	-0.001	-0.002	0	0	0	-0.106	0.013	-0.016	-0.02	0.029	-0.023	0.02	0.054	-0.002	0.006	0.001	0.046	-0.002	-0.091	0.043	0.001	-0.01	-0.006	-0.001	0.001	-0.012	-0.025	-0.055	-0.201	-0.009	-0.054	0.122	0.008	-0.005	0.027	0.072	0.002	0.025	0.639	-0.666	0.118	654.801	10.489	718.478	24.429	45.717	9.429	140.835	48.669
3.551	12.421	16.921	-5.075	-2.798	14.21	-2.34	0.118	-2.893	34.227	22.524	-26.84	-10.171	-1.929	-7.726	-14.532	1.948	40.211	11.42	-3.862	-18.444	46.235	20.978	3.626				-6.198	-2.682	-2.565	3.009	-0.307	-3.796	-4.314	0	0	-4.317	0	0	-0.164	-0.013	-0.041	-0.064	-0.016	-0.008	-0.019	-0.001	-0.002	0	0	0	-0.135	0.016	-0.015	-0.044	0.013	-0.022	-0.004	0.035	-0.003	0	0	0	-0.002	-0.099	0.032	0.001	-0.012	-0.003	-0.001	0.001	-0.012	-0.024	-0.061	-0.182	-0.003	-0.054	0.093	0.002	-0.003	0.001	0.055	0	0.023	0.611	-0.504	0.002	710.089	11.281	763.461	36.455	43.441	9.798	155.621	49.508
3.898	12.671	15.907	-4.26	-2.74	14.243	-3.364	0.12	-2.035	34.516	22.344	-25.739	-9.806	-2.676	-6.247	-15.455	2.358	42.701	11.461	-4.207	-19.892	45.472	20.962	2.235				-6.235	-2.623	-2.48	3.204	-0.465	-3.862	-4.311	0	0	-4.665	0	0	-0.158	-0.009	-0.043	-0.062	-0.013	-0.009	-0.018	0	-0.002	0	0	0	-0.155	0.02	-0.015	-0.06	0.001	-0.021	-0.019	0.019	-0.004	0	0	0	-0.002	-0.103	0.019	0.001	-0.014	0	-0.001	0.001	-0.012	-0.024	-0.064	-0.165	0.001	-0.053	0.065	-0.001	-0.001	-0.016	0.033	0	0.021	0.582	-0.348	-0.037	755.948	12.046	801.443	53.563	41.776	10.503	167.295	48.985
4.203	12.903	14.915	-3.665	-2.718	14.176	-4.147	0.09	-1.247	34.849	22.169	-24.604	-9.561	-3.348	-4.647	-16.088	2.591	45.15	11.275	-4.315	-20.677	44.64	20.959	0.976				-6.267	-2.556	-2.374	3.388	-0.58	-3.891	-4.311	0	0	-5.211	0	0	-0.154	-0.004	-0.044	-0.061	-0.011	-0.01	-0.018	0	-0.002	0	0	0	-0.168	0.022	-0.014	-0.069	-0.008	-0.019	-0.029	0.008	-0.004	0	0	0	-0.002	-0.106	0.006	0.001	-0.015	0.003	-0.001	0.001	-0.011	-0.025	-0.065	-0.149	0.003	-0.05	0.04	-0.004	0	-0.025	0.009	0.001	0.019	0.55	-0.206	-0.03	783.607	12.618	824.101	76.432	40.641	11.602	175.505	47.028
4.508	13.102	13.942	-3.359	-2.717	14.014	-4.652	0.043	-0.534	35.228	22.003	-23.456	-9.44	-3.917	-2.929	-16.472	2.621	47.533	10.884	-4.189	-20.805	43.746	20.965	-0.147				-6.293	-2.482	-2.248	3.552	-0.653	-3.888	-4.309	0	0	-5.961	0	0	-0.15	0	-0.045	-0.06	-0.009	-0.01	-0.017	0	-0.002	0	0	0	-0.176	0.024	-0.014	-0.073	-0.014	-0.018	-0.035	0.001	-0.005	0	0	0	-0.002	-0.106	-0.008	0.001	-0.016	0.005	-0.001	0.001	-0.011	-0.027	-0.066	-0.136	0.004	-0.047	0.017	-0.005	0.001	-0.03	-0.014	0.003	0.017	0.517	-0.087	-0.001	789.154	12.93	828.372	105.403	39.859	13.135	180.307	43.965
4.848	13.255	12.985	-3.373	-2.717	13.753	-4.877	-0.008	0.099	35.648	21.844	-22.31	-9.418	-4.356	-1.103	-16.673	2.449	49.812	10.312	-3.866	-20.337	42.802	20.982	-1.137				-6.312	-2.401	-2.104	3.686	-0.689	-3.852	-4.304	0	0	-6.901	0	0	-0.148	0.005	-0.045	-0.06	-0.007	-0.01	-0.017	0	-0.002	0	0	0	-0.179	0.024	-0.014	-0.073	-0.018	-0.017	-0.037	-0.003	-0.005	0	0	0	-0.002	-0.104	-0.022	0.001	-0.016	0.007	-0.001	0.001	-0.011	-0.028	-0.065	-0.124	0.005	-0.044	-0.001	-0.005	0.001	-0.03	-0.036	0.004	0.015	0.484	0.003	0.032	773.466	13.032	815.417	140.182	39.317	15.125	182.019	40.331
5.245	13.348	12.039	-3.688	-2.703	13.396	-4.86	-0.056	0.656	36.106	21.691	-21.183	-9.446	-4.652	0.811	-16.76	2.108	51.939	9.578	-3.402	-19.375	41.816	21.013	-2.001				-6.323	-2.312	-1.945	3.785	-0.691	-3.784	-4.294	0	0	-8	0	0	-0.147	0.01	-0.043	-0.061	-0.006	-0.009	-0.017	0.001	-0.002	0	0	0	-0.179	0.023	-0.014	-0.071	-0.02	-0.016	-0.037	-0.004	-0.006	0	0	0	-0.002	-0.101	-0.034	0.001	-0.016	0.008	-0.001	0.001	-0.011	-0.029	-0.065	-0.114	0.005	-0.04	-0.015	-0.005	0.001	-0.029	-0.056	0.006	0.013	0.45	0.064	0.057	741.079	12.975	788.069	179.619	38.877	17.556	181.317	36.527
5.696	13.372	11.098	-4.238	-2.666	12.947	-4.668	-0.093	1.143	36.603	21.54	-20.093	-9.462	-4.797	2.789	-16.783	1.657	53.861	8.689	-2.851	-18.031	40.802	21.061	-2.755				-6.326	-2.215	-1.777	3.845	-0.662	-3.682	-4.281	0	0	-9.219	0	0	-0.148	0.014	-0.041	-0.061	-0.004	-0.009	-0.017	0.001	-0.002	0	0	0	-0.177	0.022	-0.014	-0.066	-0.021	-0.015	-0.036	-0.003	-0.006	0	0	0	-0.002	-0.097	-0.045	0.001	-0.016	0.009	-0.001	0.001	-0.011	-0.03	-0.065	-0.106	0.005	-0.037	-0.024	-0.005	0.001	-0.026	-0.074	0.008	0.011	0.417	0.096	0.072	698.549	12.78	749.277	221.42	38.408	20.331	180.01	32.785
6.178	13.325	10.164	-4.917	-2.605	12.422	-4.388	-0.121	1.572	37.14	21.39	-19.05	-9.399	-4.789	4.797	-16.772	1.169	55.529	7.645	-2.266	-16.41	39.774	21.127	-3.418				-6.319	-2.109	-1.603	3.865	-0.606	-3.548	-4.265	0	0	-10.514	0	0	-0.148	0.018	-0.039	-0.062	-0.003	-0.008	-0.017	0.001	-0.002	0	0	0	-0.174	0.02	-0.015	-0.061	-0.021	-0.013	-0.034	-0.001	-0.007	0	0	0	-0.002	-0.092	-0.054	0.001	-0.015	0.009	-0.001	0.001	-0.011	-0.029	-0.064	-0.1	0.005	-0.034	-0.031	-0.005	0.001	-0.023	-0.09	0.009	0.01	0.385	0.104	0.078	652.655	12.501	703.742	261.847	37.909	23.299	180.072	29.212
6.652	13.21	9.24	-5.606	-2.526	11.842	-4.105	-0.141	1.963	37.709	21.232	-18.049	-9.192	-4.632	6.802	-16.745	0.721	56.903	6.454	-1.688	-14.599	38.75	21.216	-4.022				-6.303	-1.995	-1.43	3.843	-0.527	-3.383	-4.248	0	0	-11.837	0	0	-0.15	0.021	-0.036	-0.062	-0.002	-0.008	-0.016	0.001	-0.002	0	0	0	-0.169	0.018	-0.016	-0.056	-0.021	-0.012	-0.031	0	-0.007	0	0	0	-0.001	-0.086	-0.062	0.001	-0.015	0.009	-0.001	0.001	-0.011	-0.029	-0.064	-0.094	0.005	-0.03	-0.035	-0.005	0.001	-0.02	-0.104	0.009	0.01	0.356	0.094	0.077	608.327	12.194	656.696	295.895	37.452	26.294	182.828	25.851
7.072	13.031	8.334	-6.194	-2.439	11.241	-3.89	-0.159	2.334	38.297	21.06	-17.067	-8.798	-4.337	8.77	-16.719	0.377	57.956	5.143	-1.159	-12.668	37.75	21.33	-4.6				-6.277	-1.874	-1.265	3.783	-0.429	-3.195	-4.233	0	0	-13.14	0	0	-0.151	0.023	-0.033	-0.063	-0.002	-0.007	-0.016	0.001	-0.002	0	0	0	-0.164	0.017	-0.016	-0.05	-0.02	-0.01	-0.028	0.002	-0.007	0	0	0	-0.001	-0.081	-0.067	0.001	-0.014	0.008	-0.001	0.001	-0.011	-0.027	-0.064	-0.09	0.005	-0.027	-0.036	-0.005	0.001	-0.018	-0.115	0.009	0.009	0.329	0.074	0.071	570.832	11.917	613.851	316.993	37.312	29.191	189.008	22.802
7.39	12.802	7.456	-6.591	-2.352	10.651	-3.788	-0.179	2.704	38.89	20.867	-16.078	-8.194	-3.924	10.676	-16.718	0.176	58.671	3.772	-0.712	-10.681	36.798	21.471	-5.189				-6.241	-1.746	-1.112	3.687	-0.318	-2.99	-4.222	0	0	-14.372	0	0	-0.153	0.025	-0.03	-0.064	-0.001	-0.007	-0.016	0.001	-0.002	0	0	0	-0.158	0.016	-0.017	-0.046	-0.019	-0.009	-0.025	0.003	-0.008	0	0	0	-0.001	-0.076	-0.07	0.001	-0.013	0.008	-0.001	0.001	-0.011	-0.025	-0.063	-0.087	0.005	-0.024	-0.036	-0.005	0	-0.015	-0.124	0.008	0.009	0.305	0.047	0.064	543.184	11.696	579.458	318.553	37.834	31.878	198.888	20.236
7.568	12.534	6.612	-6.742	-2.275	10.098	-3.818	-0.206	3.089	39.478	20.649	-15.063	-7.385	-3.415	12.5	-16.771	0.133	59.043	2.421	-0.371	-8.697	35.911	21.641	-5.816				-6.196	-1.614	-0.975	3.562	-0.197	-2.775	-4.218	0	0	-15.487	0	0	-0.154	0.026	-0.027	-0.064	-0.001	-0.007	-0.016	0.001	-0.002	0	0	0	-0.152	0.017	-0.017	-0.043	-0.018	-0.007	-0.022	0.003	-0.008	0	0	0	-0.001	-0.071	-0.071	0.001	-0.013	0.007	-0.001	0.001	-0.011	-0.023	-0.062	-0.085	0.005	-0.02	-0.036	-0.005	0	-0.014	-0.13	0.007	0.009	0.284	0.02	0.056	526.488	11.556	556.614	299.95	39.241	34.165	211.855	18.346
7.58	12.243	5.8	-6.623	-2.214	9.598	-3.979	-0.243	3.496	40.058	20.41	-14.006	-6.393	-2.841	14.227	-16.904	0.237	59.072	1.173	-0.139	-6.774	35.106	21.837	-6.497				-6.145	-1.481	-0.854	3.413	-0.073	-2.555	-4.225	0	0	-16.442	0	0	-0.155	0.026	-0.025	-0.064	-0.001	-0.006	-0.017	0.001	-0.002	0	0	0	-0.145	0.018	-0.017	-0.041	-0.018	-0.005	-0.02	0.004	-0.008	0	0	0	-0.001	-0.068	-0.07	0.001	-0.012	0.006	-0.001	0.001	-0.011	-0.02	-0.06	-0.083	0.005	-0.017	-0.035	-0.005	0	-0.013	-0.132	0.007	0.009	0.266	-0.006	0.049	522.75	11.517	548.767	266.797	41.62	35.996	225.961	17.236
7.418	11.942	5.014	-6.245	-2.176	9.153	-4.253	-0.292	3.925	40.633	20.156	-12.906	-5.26	-2.232	15.844	-17.136	0.463	58.766	0.096	-0.008	-4.959	34.39	22.056	-7.236				-6.088	-1.352	-0.748	3.249	0.048	-2.336	-4.243	0	0	-17.21	0	0	-0.156	0.025	-0.023	-0.064	-0.001	-0.006	-0.017	0	-0.002	0	0	0	-0.139	0.019	-0.016	-0.039	-0.017	-0.003	-0.018	0.003	-0.007	0	0	0	-0.001	-0.065	-0.066	0.001	-0.012	0.006	-0.001	0.001	-0.011	-0.017	-0.057	-0.083	0.004	-0.013	-0.034	-0.004	0	-0.012	-0.131	0.006	0.009	0.25	-0.03	0.043	531.5	11.584	556.455	225.946	44.931	37.463	238.607	16.923
7.097	11.646	4.243	-5.646	-2.16	8.756	-4.608	-0.353	4.373	41.211	19.896	-11.774	-4.036	-1.619	17.346	-17.471	0.771	58.143	-0.765	0.044	-3.293	33.769	22.295	-8.031				-6.03	-1.231	-0.654	3.079	0.161	-2.123	-4.272	0	0	-17.779	0	0	-0.156	0.023	-0.021	-0.064	-0.001	-0.006	-0.017	0	-0.002	0	0	0	-0.133	0.021	-0.015	-0.039	-0.017	-0.002	-0.017	0.003	-0.007	0	0	0	-0.001	-0.064	-0.061	0.001	-0.012	0.005	-0.001	0.001	-0.011	-0.014	-0.053	-0.082	0.004	-0.01	-0.033	-0.004	0	-0.011	-0.125	0.005	0.01	0.235	-0.051	0.038	549.459	11.741	576.965	183.047	48.912	38.637	247.021	17.358
6.645	11.365	3.475	-4.886	-2.167	8.394	-5.005	-0.424	4.832	41.802	19.638	-10.627	-2.778	-1.028	18.731	-17.901	1.115	57.224	-1.391	0.044	-1.807	33.242	22.55	-8.874				-5.972	-1.121	-0.57	2.909	0.263	-1.922	-4.313	0	0	-18.154	0	0	-0.155	0.02	-0.02	-0.064	-0.002	-0.007	-0.017	0	-0.002	0	0	0	-0.127	0.023	-0.014	-0.04	-0.017	0	-0.017	0.002	-0.007	0	0	0	-0.001	-0.063	-0.055	0.001	-0.012	0.005	-0.001	0.001	-0.011	-0.011	-0.048	-0.082	0.004	-0.006	-0.033	-0.004	0	-0.011	-0.114	0.005	0.01	0.219	-0.072	0.033	571.481	11.943	605.076	141.963	53.141	39.536	248.423	18.435
6.101	11.104	2.701	-4.033	-2.188	8.053	-5.399	-0.502	5.295	42.415	19.389	-9.493	-1.547	-0.476	20.001	-18.405	1.445	56.035	-1.796	0.016	-0.522	32.803	22.82	-9.756				-5.918	-1.022	-0.493	2.745	0.352	-1.739	-4.36	0	0	-18.357	0	0	-0.154	0.017	-0.019	-0.064	-0.002	-0.007	-0.017	0	-0.002	0	0	0	-0.122	0.024	-0.012	-0.041	-0.017	0.001	-0.018	0.001	-0.006	0	0	0	-0.001	-0.063	-0.047	0.001	-0.013	0.004	-0.001	0.001	-0.011	-0.009	-0.044	-0.081	0.004	-0.003	-0.034	-0.004	0	-0.011	-0.101	0.004	0.01	0.202	-0.093	0.029	592.497	12.145	634.61	105.154	57.078	40.228	241.994	19.986
5.511	10.862	1.918	-3.163	-2.213	7.72	-5.747	-0.581	5.754	43.057	19.152	-8.391	-0.4	0.026	21.163	-18.958	1.717	54.602	-2.008	-0.019	0.552	32.444	23.103	-10.664				-5.87	-0.935	-0.42	2.589	0.427	-1.585	-4.409	0	0	-18.419	0	0	-0.152	0.014	-0.019	-0.063	-0.003	-0.007	-0.017	0	-0.002	0	0	0	-0.119	0.026	-0.01	-0.043	-0.018	0.003	-0.018	0	-0.005	0	0	0	-0.001	-0.064	-0.039	0.001	-0.013	0.004	-0.001	0.001	-0.011	-0.007	-0.039	-0.079	0.003	0.001	-0.036	-0.003	0	-0.012	-0.085	0.004	0.01	0.181	-0.116	0.025	607.744	12.287	658.901	73.951	60.29	40.797	228.715	21.819
4.928	10.637	1.121	-2.339	-2.234	7.383	-6.02	-0.657	6.202	43.727	18.927	-7.335	0.622	0.472	22.219	-19.537	1.901	52.944	-2.062	-0.051	1.41	32.151	23.399	-11.583				-5.827	-0.856	-0.347	2.444	0.492	-1.466	-4.454	0	0	-18.375	0	0	-0.15	0.01	-0.019	-0.063	-0.003	-0.007	-0.017	0	-0.002	0	0	0	-0.117	0.026	-0.008	-0.046	-0.02	0.004	-0.02	-0.001	-0.005	0	0	0	0	-0.065	-0.032	0.001	-0.014	0.003	-0.001	0.001	-0.011	-0.005	-0.034	-0.076	0.003	0.004	-0.039	-0.003	0	-0.012	-0.069	0.003	0.01	0.157	-0.143	0.02	612.021	12.297	670.509	48.745	62.312	41.25	210.959	23.779
4.395	10.428	0.308	-1.612	-2.247	7.031	-6.201	-0.724	6.633	44.42	18.712	-6.326	1.506	0.86	23.168	-20.131	1.987	51.072	-1.986	-0.071	2.056	31.911	23.704	-12.499				-5.789	-0.786	-0.272	2.312	0.548	-1.386	-4.491	0	0	-18.256	0	0	-0.149	0.007	-0.019	-0.062	-0.004	-0.008	-0.017	0	-0.002	0	0	0	-0.117	0.027	-0.007	-0.049	-0.022	0.005	-0.021	-0.003	-0.004	0	0	0	0	-0.067	-0.024	0.001	-0.014	0.003	-0.001	0.001	-0.011	-0.004	-0.03	-0.07	0.002	0.008	-0.043	-0.002	0.001	-0.013	-0.052	0.003	0.01	0.131	-0.176	0.015	602.112	12.154	665.322	29.315	62.802	41.567	191.398	25.867
3.942	10.242	-0.525	-1.014	-2.254	6.655	-6.29	-0.78	7.043	45.128	18.509	-5.358	2.258	1.184	24.007	-20.742	1.979	48.992	-1.794	-0.078	2.498	31.708	24.015	-13.4				-5.754	-0.722	-0.191	2.196	0.597	-1.345	-4.521	0	0	-18.083	0	0	-0.147	0.005	-0.019	-0.062	-0.004	-0.008	-0.017	0	-0.002	0	0	0	-0.119	0.026	-0.005	-0.053	-0.025	0.006	-0.023	-0.004	-0.003	0	0	0	0	-0.07	-0.018	0.001	-0.015	0.002	-0.001	0.001	-0.011	-0.003	-0.026	-0.062	0.002	0.011	-0.048	-0.002	0.001	-0.013	-0.038	0.002	0.009	0.102	-0.215	0.011	580.027	11.892	644.348	15.098	62.086	41.745	172.026	28.119
3.584	10.09	-1.382	-0.556	-2.263	6.252	-6.297	-0.825	7.431	45.841	18.317	-4.421	2.89	1.442	24.733	-21.37	1.886	46.717	-1.487	-0.072	2.753	31.527	24.326	-14.277				-5.723	-0.667	-0.104	2.101	0.639	-1.334	-4.545	0	0	-17.871	0	0	-0.146	0.002	-0.02	-0.061	-0.005	-0.008	-0.017	0	-0.002	0	0	0	-0.123	0.026	-0.004	-0.057	-0.028	0.008	-0.025	-0.006	-0.002	0	0	0	0	-0.072	-0.012	0.001	-0.015	0.001	-0.001	0.001	-0.011	-0.003	-0.024	-0.05	0.001	0.014	-0.054	-0.001	0.001	-0.014	-0.026	0.001	0.009	0.072	-0.262	0.006	548.362	11.559	609.125	5.349	60.591	41.866	153.721	30.548
3.322	9.983	-2.259	-0.235	-2.282	5.825	-6.244	-0.858	7.798	46.543	18.137	-3.495	3.411	1.631	25.349	-22.015	1.717	44.26	-1.057	-0.053	2.844	31.358	24.633	-15.123				-5.694	-0.62	-0.008	2.029	0.675	-1.347	-4.569	0	0	-17.621	0	0	-0.145	0.001	-0.021	-0.061	-0.005	-0.009	-0.017	0	-0.002	0	0	0	-0.128	0.025	-0.003	-0.061	-0.032	0.009	-0.026	-0.007	-0.002	0	0	0	0	-0.075	-0.008	0.001	-0.016	0	-0.001	0.001	-0.011	-0.003	-0.023	-0.036	0.001	0.017	-0.062	-0.001	0.001	-0.014	-0.017	0	0.009	0.043	-0.316	0.001	509.518	11.19	562.79	-0.737	58.586	42.11	136.824	33.086
3.155	9.921	-3.144	-0.028	-2.317	5.39	-6.16	-0.885	8.15	47.214	17.966	-2.554	3.828	1.756	25.862	-22.669	1.48	41.638	-0.5	-0.024	2.794	31.194	24.935	-15.938				-5.666	-0.579	0.098	1.978	0.71	-1.38	-4.601	0	0	-17.327	0	0	-0.145	0	-0.022	-0.061	-0.005	-0.009	-0.017	0	-0.002	0	0	0	-0.134	0.023	-0.002	-0.066	-0.036	0.01	-0.028	-0.009	-0.001	0	0	0	0	-0.077	-0.006	0.001	-0.016	-0.001	-0.001	0.001	-0.011	-0.004	-0.024	-0.018	0	0.021	-0.07	0	0.001	-0.014	-0.011	-0.001	0.009	0.018	-0.378	-0.003	466.395	10.809	509.82	-3.962	56.336	42.63	121.381	35.61
3.076	9.896	-4.022	0.099	-2.364	4.968	-6.079	-0.911	8.494	47.84	17.799	-1.574	4.139	1.827	26.281	-23.315	1.182	38.868	0.18	0.008	2.623	31.031	25.234	-16.722				-5.639	-0.542	0.211	1.943	0.75	-1.439	-4.648	0	0	-16.978	0	0	-0.145	-0.001	-0.024	-0.061	-0.005	-0.009	-0.017	0	-0.002	0	0	0	-0.142	0.021	-0.002	-0.07	-0.04	0.011	-0.029	-0.012	0	0	0	0	0	-0.078	-0.004	0.001	-0.016	-0.002	-0.001	0.001	-0.011	-0.005	-0.026	0.004	-0.001	0.024	-0.078	0	0.002	-0.014	-0.008	-0.001	0.009	-0.003	-0.446	-0.006	422.719	10.478	455.531	-5.051	53.906	43.463	107.432	37.867
3.08	9.89	-4.873	0.185	-2.417	4.584	-6.033	-0.942	8.839	48.41	17.636	-0.541	4.338	1.856	26.612	-23.921	0.83	35.967	0.97	0.04	2.352	30.87	25.529	-17.481				-5.613	-0.506	0.331	1.917	0.798	-1.531	-4.716	0	0	-16.558	0	0	-0.146	0	-0.025	-0.062	-0.004	-0.009	-0.017	0	-0.002	0	0	0	-0.15	0.019	-0.002	-0.074	-0.044	0.012	-0.03	-0.014	0	0	0	0	0	-0.079	-0.004	0.001	-0.016	-0.003	-0.001	0.001	-0.011	-0.007	-0.029	0.029	-0.001	0.026	-0.088	0.001	0.002	-0.014	-0.006	-0.002	0.009	-0.017	-0.519	-0.009	381.472	10.248	403.777	-4.606	51.272	44.418	94.977	39.378
3.156	9.888	-5.685	0.259	-2.47	4.259	-6.042	-0.982	9.195	48.918	17.477	0.553	4.424	1.854	26.86	-24.439	0.433	32.961	1.837	0.064	2.004	30.716	25.822	-18.221				-5.589	-0.47	0.456	1.895	0.858	-1.659	-4.808	0	0	-16.052	0	0	-0.147	0	-0.026	-0.062	-0.004	-0.009	-0.017	0	-0.002	0	0	0	-0.157	0.016	-0.003	-0.078	-0.048	0.013	-0.031	-0.017	0.001	0	0	0	0	-0.08	-0.004	0.001	-0.016	-0.004	-0.001	0.001	-0.011	-0.008	-0.034	0.056	-0.002	0.029	-0.097	0.002	0.002	-0.013	-0.007	-0.002	0.009	-0.025	-0.594	-0.01	343.233	10.117	355.904	-3.126	48.427	45.166	83.811	39.731
3.294	9.879	-6.455	0.335	-2.518	4.001	-6.114	-1.034	9.565	49.361	17.325	1.715	4.402	1.828	27.031	-24.815	0.004	29.876	2.741	0.077	1.601	30.571	26.109	-18.949				-5.567	-0.436	0.585	1.872	0.932	-1.82	-4.922	0	0	-15.447	0	0	-0.149	0.001	-0.027	-0.062	-0.004	-0.009	-0.017	0	-0.002	0	0	0	-0.165	0.014	-0.004	-0.081	-0.052	0.014	-0.031	-0.02	0.002	0	0	0	0	-0.08	-0.005	0.001	-0.015	-0.004	-0.001	0.001	-0.011	-0.009	-0.039	0.086	-0.002	0.031	-0.107	0.002	0.002	-0.012	-0.008	-0.002	0.009	-0.025	-0.667	-0.01	307.952	10.063	312.444	-1.01	45.358	45.431	73.596	38.836
3.489	9.856	-7.178	0.412	-2.559	3.815	-6.244	-1.099	9.948	49.735	17.181	2.947	4.284	1.788	27.131	-25.001	-0.439	26.744	3.639	0.074	1.166	30.44	26.389	-19.672				-5.547	-0.405	0.714	1.845	1.02	-2.011	-5.056	0	0	-14.737	0	0	-0.152	0.003	-0.028	-0.063	-0.004	-0.008	-0.017	0	-0.002	0	0	0	-0.171	0.01	-0.006	-0.084	-0.056	0.015	-0.031	-0.023	0.002	0	0	0	0	-0.079	-0.007	0.001	-0.015	-0.005	-0.001	0.001	-0.011	-0.011	-0.046	0.118	-0.003	0.033	-0.117	0.003	0.002	-0.011	-0.009	-0.002	0.009	-0.018	-0.735	-0.009	276.854	10.074	274.94	1.428	42.099	44.999	64.097	36.894
3.734	9.813	-7.86	0.485	-2.594	3.699	-6.423	-1.177	10.342	50.044	17.051	4.242	4.084	1.74	27.165	-24.965	-0.881	23.605	4.494	0.057	0.721	30.32	26.656	-20.389				-5.53	-0.379	0.841	1.813	1.119	-2.225	-5.206	0	0	-13.919	0	0	-0.154	0.004	-0.029	-0.064	-0.004	-0.008	-0.017	0	-0.002	0	0	0	-0.176	0.007	-0.008	-0.086	-0.06	0.016	-0.031	-0.026	0.003	0	0	0	0	-0.079	-0.008	0.001	-0.014	-0.006	-0.001	0.001	-0.011	-0.012	-0.052	0.15	-0.003	0.035	-0.126	0.003	0.002	-0.01	-0.011	-0.001	0.009	-0.005	-0.791	-0.008	250.511	10.132	244.817	3.946	38.809	43.815	55.134	34.225
4.014	9.752	-8.503	0.555	-2.622	3.652	-6.643	-1.266	10.742	50.3	16.936	5.577	3.816	1.688	27.142	-24.686	-1.304	20.505	5.269	0.027	0.289	30.208	26.907	-21.093				-5.514	-0.361	0.965	1.774	1.226	-2.455	-5.368	0	0	-13.004	0	0	-0.157	0.006	-0.029	-0.065	-0.004	-0.008	-0.018	0	-0.002	0	0	0	-0.179	0.003	-0.01	-0.088	-0.064	0.016	-0.031	-0.029	0.004	0	0	0	0	-0.077	-0.011	0.001	-0.013	-0.006	-0.001	0.001	-0.011	-0.013	-0.059	0.183	-0.003	0.036	-0.135	0.003	0.002	-0.008	-0.013	-0.001	0.009	0.012	-0.831	-0.006	229.06	10.208	222.746	6.362	35.706	41.935	46.686	31.157
