R_HIP Rot ANG	R_HIP Abd ANG	R_HIP Flex ANG	R_KNEE Rot ANG	R_KNEE Abd ANG	R_KNEE Flex ANG	R_ANK Rot ANG	R_ANK Abd ANG	R_ANK  Flex ANG	R_Elbow_Ang	R_Shl_Add_Ang	R_Shl_Flex_Ang	L_HIP Rot ANG	L_HIP Abd ANG	L_HIP Flex ANG	L_KNEE Rot ANG	L_KNEE Abd ANG	L_KNEE Flex ANG	L_ANK Rot ANG	L_ANK Abd ANG	L_ANK Flex ANG	L_Elbow_Ang	L_Shl_Add_Ang	L_Shl_Flex_Ang	Head_Lat_Tilt	Head_Fwd_Tilt	Head_Rotation	Trunk_Lat_Tilt	Trunk_Fwd_Tilt	Trunk_Rotation	Pelvis_Lat_Tilt	Pelvis_Fwd_Tilt	Pelvis_Rotation	R_Foot_Orientation	R_Foot_Null	R_Foot_Null	L_Foot_Orientation	L_Foot_Null	L_Foot_Null	R_HIP Rot FRC	R_HIP Abd FRC	R_HIP Flex FRC	R_KNEE Rot FRC	R_KNEE Abd FRC	R_KNEE Flex FRC	R_ANK Rot FRC	R_ANK Abd FRC	R_ANK  Flex FRC	R_GRF_FWD	R_GRF_LAT	R_GRF_VRT	L_HIP Rot FRC	L_HIP Abd FRC	L_HIP Flex FRC	L_KNEE Rot FRC	L_KNEE Abd FRC	L_KNEE Flex FRC	L_ANK Rot FRC	L_ANK Abd FRC	L_ANK  Flex FRC	L_GRF_FWD	L_GRF_LAT	L_GRF_VRT	R_HIP Rot MOM	R_HIP Abd MOM	R_HIP Flex MOM	R_KNEE Rot MOM	R_KNEE Abd MOM	R_KNEE Flex MOM	R_ANK Rot MOM	R_ANK Abd MOM	R_ANK  Flex MOM	L_HIP Rot MOM	L_HIP Abd MOM	L_HIP Flex MOM	L_KNEE Rot MOM	L_KNEE Abd MOM	L_KNEE Flex MOM	L_ANK Rot MOM	L_ANK Abd MOM	L_ANK  Flex MOM	R_HIP PWR	R_KNEE PWR	R_ANK PWR	L_HIP PWR	L_KNEE PWR	L_ANK PWR	L TIBIALIS ANT	L GASTROCNEMIUS	L MEDIAL HAM	L RECTUS	R TIBIALIS ANT	R GASTROCNEMIUS	R MEDIAL HAM	R RECTUS
4.358	9.299	5.257	-11.88	-1.887	5.118	2.64	0.131	2.83	35.048	17.672	-9.864	-5.959	0.031	19.028	-18.006	-0.963	58.454	2.337	-0.299	-7.289	38.36	27.574	-9.716				-7.387	0.517	2.853	1.535	2.139	-0.136	-4.49	0	0	-16.73	0	0	0.718	-0.001	0.132	0.814	0.088	0.104	0.865	0.039	0.114	-0.044	0.037	0.879	-0.127	0.01	-0.017	-0.031	-0.017	-0.003	-0.015	0.004	-0.006	0	0	0	0.035	0.733	0.102	0.016	0.252	-0.036	-0.008	-0.154	0.345	-0.015	-0.057	-0.064	0.004	-0.012	-0.028	-0.004	0	-0.01	0.203	-0.043	-0.253	0.186	-0.034	0.033	595.413	13.054	640.128	184.611	59.696	33.971	393.616	38.946
4.055	8.914	4.453	-11.646	-1.828	4.634	2.669	0.15	3.205	35.481	17.541	-9.039	-5.074	0.748	20.409	-17.839	-0.74	57.697	1.578	-0.16	-5.786	37.776	27.895	-10.431				-7.395	0.586	2.977	1.273	2.253	0.04	-4.495	0	0	-16.888	0	0	0.706	0.009	0.132	0.802	0.089	0.103	0.853	0.036	0.113	-0.04	0.038	0.866	-0.122	0.011	-0.017	-0.032	-0.018	-0.001	-0.016	0.003	-0.006	0	0	0	0.028	0.718	0.08	0.012	0.246	-0.051	-0.003	-0.157	0.365	-0.013	-0.054	-0.062	0.004	-0.009	-0.03	-0.004	0	-0.01	0.159	-0.057	-0.269	0.17	-0.057	0.031	606.547	14.19	656.096	147.274	57.779	33.715	408.773	43.748
3.674	8.567	3.666	-11.297	-1.794	4.198	2.693	0.168	3.577	35.947	17.416	-8.262	-4.137	1.428	21.658	-17.729	-0.455	56.638	0.895	-0.068	-4.376	37.227	28.215	-11.162				-7.4	0.649	3.093	1.028	2.359	0.178	-4.487	0	0	-16.96	0	0	0.697	0.017	0.132	0.792	0.092	0.102	0.843	0.034	0.113	-0.037	0.04	0.857	-0.117	0.013	-0.015	-0.034	-0.018	0	-0.017	0.002	-0.005	0	0	0	0.021	0.705	0.057	0.008	0.241	-0.064	0.002	-0.159	0.385	-0.01	-0.05	-0.061	0.003	-0.005	-0.031	-0.003	0	-0.01	0.114	-0.067	-0.285	0.156	-0.081	0.03	622.27	15.596	674.741	113.007	55.767	33.353	410.439	49.863
3.25	8.27	2.886	-10.882	-1.784	3.798	2.724	0.188	3.945	36.442	17.296	-7.531	-3.197	2.05	22.781	-17.667	-0.154	55.308	0.293	-0.016	-3.077	36.712	28.532	-11.907				-7.404	0.708	3.202	0.808	2.454	0.275	-4.472	0	0	-16.954	0	0	0.689	0.025	0.131	0.784	0.094	0.101	0.835	0.031	0.112	-0.033	0.041	0.852	-0.113	0.015	-0.014	-0.037	-0.019	0.001	-0.018	0.001	-0.005	0	0	0	0.015	0.694	0.035	0.004	0.235	-0.076	0.007	-0.161	0.405	-0.008	-0.046	-0.061	0.003	-0.001	-0.034	-0.003	0	-0.011	0.069	-0.074	-0.3	0.142	-0.106	0.028	640.144	17.185	692.959	83.295	53.376	33.001	396.85	57.136
2.82	8.03	2.104	-10.445	-1.795	3.421	2.771	0.209	4.304	36.964	17.183	-6.843	-2.302	2.601	23.786	-17.626	0.118	53.738	-0.238	0.008	-1.904	36.229	28.845	-12.667				-7.407	0.761	3.305	0.621	2.534	0.33	-4.456	0	0	-16.882	0	0	0.684	0.033	0.131	0.777	0.097	0.1	0.828	0.03	0.111	-0.029	0.042	0.847	-0.112	0.017	-0.012	-0.041	-0.02	0.002	-0.019	-0.001	-0.004	0	0	0	0.008	0.684	0.013	-0.001	0.23	-0.087	0.013	-0.163	0.426	-0.006	-0.04	-0.06	0.003	0.002	-0.036	-0.003	0.001	-0.011	0.025	-0.08	-0.315	0.128	-0.133	0.026	656.011	18.857	707.215	58.733	50.715	32.683	369.365	65.038
2.411	7.85	1.311	-10.022	-1.828	3.056	2.84	0.231	4.655	37.508	17.077	-6.19	-1.496	3.071	24.677	-17.572	0.326	51.957	-0.717	0.011	-0.869	35.771	29.151	-13.441				-7.41	0.808	3.403	0.468	2.594	0.342	-4.444	0	0	-16.76	0	0	0.681	0.04	0.131	0.773	0.1	0.099	0.824	0.028	0.111	-0.025	0.043	0.845	-0.112	0.02	-0.01	-0.044	-0.021	0.003	-0.02	-0.002	-0.004	0	0	0	0	0.676	-0.008	-0.006	0.226	-0.099	0.019	-0.165	0.447	-0.004	-0.035	-0.058	0.002	0.005	-0.04	-0.002	0.001	-0.012	-0.016	-0.084	-0.328	0.111	-0.163	0.024	664.502	20.501	713.481	39.282	47.933	32.416	332.676	72.768
2.039	7.732	0.5	-9.633	-1.88	2.695	2.931	0.256	4.998	38.069	16.979	-5.563	-0.806	3.457	25.461	-17.482	0.451	49.987	-1.159	0	0.016	35.332	29.447	-14.229				-7.411	0.846	3.495	0.351	2.636	0.317	-4.439	0	0	-16.605	0	0	0.679	0.047	0.13	0.77	0.102	0.098	0.821	0.026	0.11	-0.021	0.042	0.847	-0.114	0.021	-0.008	-0.049	-0.023	0.004	-0.022	-0.003	-0.003	0	0	0	-0.008	0.67	-0.029	-0.013	0.222	-0.11	0.027	-0.167	0.469	-0.003	-0.029	-0.055	0.002	0.009	-0.044	-0.002	0.001	-0.013	-0.056	-0.087	-0.343	0.093	-0.199	0.021	663.306	21.982	710.162	24.484	45.132	32.316	291.783	79.229
1.706	7.675	-0.328	-9.289	-1.954	2.334	3.038	0.284	5.335	38.64	16.889	-4.949	-0.232	3.758	26.142	-17.353	0.492	47.843	-1.563	-0.02	0.739	34.903	29.73	-15.028				-7.412	0.876	3.58	0.27	2.661	0.266	-4.443	0	0	-16.436	0	0	0.679	0.055	0.13	0.769	0.106	0.097	0.82	0.025	0.11	-0.016	0.042	0.847	-0.118	0.023	-0.005	-0.053	-0.025	0.005	-0.023	-0.004	-0.002	0	0	0	-0.018	0.665	-0.049	-0.02	0.218	-0.122	0.036	-0.169	0.493	-0.002	-0.024	-0.05	0.001	0.012	-0.049	-0.001	0.001	-0.013	-0.093	-0.09	-0.358	0.073	-0.241	0.017	652.096	23.164	696.474	13.703	42.27	32.664	250.508	83.159
1.415	7.676	-1.165	-8.991	-2.047	1.977	3.155	0.314	5.672	39.216	16.805	-4.339	0.233	3.979	26.724	-17.208	0.457	45.531	-1.907	-0.043	1.286	34.479	30.003	-15.834				-7.409	0.899	3.658	0.223	2.675	0.195	-4.461	0	0	-16.262	0	0	0.68	0.063	0.129	0.769	0.109	0.096	0.82	0.023	0.109	-0.012	0.042	0.848	-0.123	0.024	-0.003	-0.058	-0.028	0.006	-0.025	-0.006	-0.002	0	0	0	-0.028	0.662	-0.068	-0.028	0.215	-0.134	0.045	-0.17	0.517	-0.001	-0.019	-0.042	0.001	0.014	-0.055	-0.001	0.001	-0.014	-0.125	-0.092	-0.376	0.052	-0.289	0.012	631.278	23.917	672.232	6.308	39.253	33.662	211.207	83.298
1.18	7.722	-2.001	-8.739	-2.149	1.633	3.273	0.345	6.012	39.788	16.724	-3.728	0.592	4.128	27.21	-17.087	0.358	43.05	-2.156	-0.062	1.649	34.057	30.266	-16.643				-7.405	0.918	3.731	0.203	2.684	0.099	-4.492	0	0	-16.088	0	0	0.682	0.071	0.129	0.771	0.113	0.095	0.823	0.022	0.109	-0.008	0.041	0.847	-0.13	0.024	-0.002	-0.063	-0.031	0.007	-0.026	-0.007	-0.001	0	0	0	-0.039	0.661	-0.086	-0.037	0.212	-0.148	0.056	-0.172	0.544	-0.001	-0.015	-0.032	0	0.017	-0.062	0	0.001	-0.014	-0.153	-0.092	-0.397	0.032	-0.344	0.007	601.44	24.073	638.484	1.715	36.114	35.386	175.115	79.18
1.02	7.791	-2.819	-8.536	-2.251	1.314	3.387	0.378	6.357	40.347	16.645	-3.11	0.844	4.218	27.602	-17.038	0.2	40.398	-2.264	-0.072	1.821	33.634	30.522	-17.452				-7.396	0.935	3.799	0.201	2.697	-0.035	-4.537	0	0	-15.911	0	0	0.686	0.079	0.129	0.775	0.116	0.095	0.827	0.02	0.109	-0.004	0.04	0.854	-0.138	0.024	0	-0.068	-0.035	0.008	-0.028	-0.009	0	0	0	0	-0.05	0.662	-0.103	-0.047	0.21	-0.162	0.067	-0.174	0.572	-0.002	-0.012	-0.018	-0.001	0.02	-0.07	0.001	0.002	-0.015	-0.174	-0.09	-0.421	0.014	-0.404	0.002	565.042	23.56	598.085	-0.683	33.005	37.795	142.696	71.836
0.949	7.863	-3.608	-8.381	-2.343	1.03	3.493	0.411	6.707	40.885	16.567	-2.473	0.986	4.265	27.901	-17.096	-0.012	37.578	-2.195	-0.069	1.804	33.211	30.772	-18.265				-7.383	0.952	3.86	0.207	2.719	-0.215	-4.593	0	0	-15.725	0	0	0.691	0.087	0.129	0.781	0.121	0.095	0.833	0.019	0.109	0	0.039	0.857	-0.147	0.024	0	-0.073	-0.039	0.009	-0.029	-0.011	0.001	0	0	0	-0.062	0.664	-0.119	-0.057	0.209	-0.177	0.078	-0.176	0.601	-0.002	-0.011	-0.001	-0.001	0.022	-0.077	0.001	0.002	-0.015	-0.189	-0.085	-0.448	0.001	-0.468	-0.003	525.176	22.421	554.301	-1.462	30.108	40.75	113.833	62.734
0.974	7.92	-4.36	-8.273	-2.419	0.79	3.586	0.445	7.063	41.393	16.49	-1.807	1.02	4.284	28.11	-17.276	-0.275	34.598	-1.932	-0.054	1.608	32.789	31.019	-19.083				-7.365	0.967	3.915	0.212	2.756	-0.445	-4.658	0	0	-15.522	0	0	0.698	0.096	0.13	0.788	0.125	0.095	0.841	0.017	0.109	0.004	0.039	0.863	-0.155	0.022	0	-0.077	-0.042	0.01	-0.03	-0.013	0.001	0	0	0	-0.074	0.668	-0.134	-0.067	0.209	-0.192	0.09	-0.178	0.633	-0.003	-0.011	0.018	-0.002	0.024	-0.085	0.002	0.002	-0.015	-0.198	-0.076	-0.479	-0.006	-0.53	-0.007	482.387	20.819	507.848	-1.128	27.548	44.043	88.597	53.142
1.093	7.948	-5.071	-8.207	-2.477	0.601	3.665	0.478	7.426	41.866	16.417	-1.105	0.955	4.286	28.232	-17.569	-0.579	31.482	-1.483	-0.033	1.258	32.371	31.26	-19.914				-7.343	0.981	3.959	0.21	2.809	-0.724	-4.729	0	0	-15.299	0	0	0.706	0.105	0.131	0.797	0.131	0.095	0.85	0.015	0.11	0.008	0.037	0.87	-0.163	0.021	0	-0.082	-0.046	0.011	-0.032	-0.016	0.002	0	0	0	-0.085	0.674	-0.148	-0.077	0.209	-0.207	0.102	-0.18	0.667	-0.005	-0.013	0.039	-0.002	0.026	-0.092	0.002	0.002	-0.015	-0.203	-0.064	-0.514	-0.006	-0.59	-0.011	435.9	18.999	458.001	-0.093	25.357	47.424	67.198	43.972
1.297	7.943	-5.737	-8.17	-2.519	0.471	3.718	0.51	7.796	42.302	16.35	-0.364	0.801	4.281	28.274	-17.942	-0.916	28.262	-0.877	-0.012	0.793	31.961	31.498	-20.761				-7.314	0.993	3.992	0.197	2.877	-1.048	-4.803	0	0	-15.054	0	0	0.715	0.114	0.133	0.807	0.137	0.096	0.862	0.014	0.111	0.012	0.038	0.877	-0.171	0.019	-0.001	-0.086	-0.049	0.012	-0.033	-0.019	0.003	0	0	0	-0.097	0.681	-0.162	-0.088	0.209	-0.223	0.114	-0.183	0.703	-0.006	-0.017	0.063	-0.003	0.028	-0.099	0.003	0.003	-0.015	-0.206	-0.047	-0.552	0.002	-0.641	-0.013	387.651	17.166	406.671	1.317	23.572	50.571	49.717	35.758
1.575	7.902	-6.36	-8.146	-2.547	0.406	3.735	0.537	8.174	42.699	16.292	0.418	0.57	4.275	28.245	-18.353	-1.274	24.986	-0.161	-0.001	0.259	31.564	31.73	-21.626				-7.282	1.002	4.012	0.171	2.959	-1.408	-4.88	0	0	-14.784	0	0	0.726	0.122	0.135	0.82	0.143	0.097	0.876	0.013	0.112	0.017	0.04	0.89	-0.177	0.016	-0.003	-0.09	-0.052	0.012	-0.034	-0.022	0.003	0	0	0	-0.108	0.691	-0.175	-0.098	0.21	-0.238	0.126	-0.185	0.74	-0.007	-0.023	0.087	-0.003	0.029	-0.104	0.003	0.003	-0.015	-0.208	-0.028	-0.592	0.016	-0.681	-0.015	339.848	15.462	357.225	2.859	22.237	53.168	36.101	28.747
1.907	7.827	-6.947	-8.113	-2.565	0.404	3.7	0.558	8.561	43.06	16.245	1.236	0.286	4.276	28.154	-18.751	-1.641	21.705	0.616	-0.003	-0.306	31.181	31.953	-22.502				-7.247	1.005	4.018	0.131	3.05	-1.793	-4.959	0	0	-14.485	0	0	0.739	0.131	0.138	0.834	0.15	0.099	0.891	0.012	0.114	0.024	0.041	0.902	-0.182	0.014	-0.005	-0.094	-0.055	0.013	-0.036	-0.025	0.004	0	0	0	-0.119	0.703	-0.19	-0.108	0.212	-0.252	0.138	-0.187	0.78	-0.008	-0.03	0.112	-0.003	0.03	-0.109	0.003	0.003	-0.015	-0.212	-0.006	-0.635	0.035	-0.706	-0.015	294.527	13.946	312.665	4.363	21.362	55.147	26.052	22.962
2.272	7.725	-7.509	-8.051	-2.578	0.454	3.6	0.568	8.958	43.384	16.213	2.087	-0.023	4.287	28.007	-19.094	-2	18.473	1.397	-0.021	-0.864	30.814	32.162	-23.386				-7.211	1	4.009	0.079	3.145	-2.186	-5.038	0	0	-14.151	0	0	0.753	0.14	0.142	0.85	0.158	0.101	0.909	0.011	0.115	0.029	0.042	0.922	-0.186	0.011	-0.008	-0.096	-0.057	0.013	-0.037	-0.027	0.004	0	0	0	-0.129	0.716	-0.206	-0.118	0.213	-0.266	0.149	-0.19	0.821	-0.01	-0.038	0.136	-0.004	0.03	-0.113	0.004	0.003	-0.014	-0.22	0.018	-0.68	0.056	-0.715	-0.014	254.217	12.637	275.055	5.751	20.891	56.523	19.05	18.304
2.647	7.605	-8.062	-7.942	-2.592	0.546	3.427	0.566	9.362	43.676	16.201	2.962	-0.321	4.308	27.812	-19.347	-2.332	15.342	2.136	-0.052	-1.382	30.463	32.352	-24.27				-7.176	0.983	3.984	0.018	3.239	-2.572	-5.117	0	0	-13.779	0	0	0.768	0.149	0.146	0.867	0.167	0.103	0.928	0.01	0.117	0.036	0.042	0.941	-0.188	0.008	-0.01	-0.099	-0.059	0.013	-0.039	-0.03	0.005	0	0	0	-0.139	0.731	-0.224	-0.127	0.214	-0.278	0.16	-0.191	0.864	-0.01	-0.046	0.159	-0.004	0.03	-0.117	0.004	0.003	-0.014	-0.231	0.044	-0.726	0.078	-0.706	-0.012	221.206	11.555	245.375	7.016	20.726	57.282	14.485	14.626
3.016	7.475	-8.617	-7.779	-2.613	0.668	3.181	0.548	9.768	43.938	16.21	3.853	-0.582	4.335	27.579	-19.491	-2.626	12.37	2.793	-0.089	-1.829	30.126	32.52	-25.15				-7.142	0.952	3.943	-0.048	3.327	-2.938	-5.193	0	0	-13.369	0	0	0.785	0.158	0.151	0.885	0.177	0.105	0.948	0.01	0.119	0.042	0.043	0.963	-0.189	0.006	-0.013	-0.101	-0.06	0.013	-0.04	-0.033	0.005	0	0	0	-0.148	0.747	-0.244	-0.136	0.215	-0.289	0.171	-0.193	0.909	-0.011	-0.055	0.18	-0.004	0.03	-0.12	0.004	0.004	-0.013	-0.248	0.073	-0.774	0.097	-0.682	-0.009	196.388	10.712	223.541	8.165	20.767	57.443	11.787	11.86
3.373	7.343	-9.18	-7.563	-2.644	0.816	2.865	0.515	10.173	44.175	16.239	4.742	-0.79	4.365	27.323	-19.518	-2.874	9.614	3.346	-0.127	-2.176	29.798	32.662	-26.014				-7.111	0.907	3.884	-0.113	3.406	-3.277	-5.264	0	0	-12.922	0	0	0.802	0.168	0.156	0.904	0.187	0.107	0.969	0.01	0.12	0.05	0.043	0.984	-0.189	0.004	-0.016	-0.102	-0.061	0.012	-0.042	-0.035	0.005	0	0	0	-0.157	0.764	-0.266	-0.144	0.216	-0.299	0.181	-0.193	0.955	-0.011	-0.064	0.2	-0.004	0.028	-0.123	0.004	0.004	-0.011	-0.268	0.106	-0.822	0.11	-0.643	-0.006	179.46	10.09	208.503	9.205	20.94	56.96	10.46	9.984
3.71	7.219	-9.753	-7.305	-2.686	0.993	2.495	0.466	10.573	44.393	16.287	5.608	-0.945	4.393	27.059	-19.431	-3.077	7.13	3.793	-0.159	-2.403	29.475	32.778	-26.851				-7.081	0.851	3.811	-0.171	3.472	-3.585	-5.33	0	0	-12.439	0	0	0.82	0.177	0.161	0.923	0.198	0.109	0.991	0.01	0.121	0.058	0.042	1.007	-0.188	0.002	-0.018	-0.102	-0.062	0.011	-0.043	-0.036	0.005	0	0	0	-0.164	0.78	-0.29	-0.151	0.215	-0.306	0.19	-0.193	1.001	-0.012	-0.072	0.218	-0.004	0.027	-0.127	0.004	0.004	-0.009	-0.292	0.144	-0.869	0.117	-0.593	-0.003	169.736	9.689	199.157	10.144	21.144	55.771	10.066	8.915
4.011	7.108	-10.326	-7.012	-2.736	1.216	2.09	0.405	10.968	44.597	16.352	6.427	-1.053	4.418	26.804	-19.236	-3.241	4.969	4.141	-0.181	-2.503	29.148	32.864	-27.648				-7.054	0.786	3.725	-0.217	3.523	-3.859	-5.39	0	0	-11.924	0	0	0.837	0.186	0.166	0.941	0.209	0.111	1.012	0.011	0.121	0.064	0.041	1.03	-0.187	0.001	-0.02	-0.101	-0.062	0.01	-0.043	-0.038	0.005	0	0	0	-0.169	0.797	-0.316	-0.158	0.215	-0.31	0.198	-0.192	1.047	-0.012	-0.079	0.234	-0.003	0.025	-0.132	0.004	0.004	-0.006	-0.317	0.188	-0.915	0.116	-0.533	-0.001	166.215	9.513	194.71	10.997	21.261	53.897	10.227	8.526
4.257	7.016	-10.886	-6.689	-2.79	1.515	1.673	0.336	11.364	44.792	16.431	7.177	-1.127	4.438	26.573	-18.946	-3.371	3.171	4.411	-0.192	-2.485	28.814	32.92	-28.393				-7.031	0.714	3.629	-0.244	3.556	-4.098	-5.443	0	0	-11.377	0	0	0.853	0.194	0.171	0.958	0.221	0.113	1.031	0.012	0.121	0.072	0.041	1.05	-0.185	0.001	-0.021	-0.099	-0.061	0.009	-0.043	-0.039	0.004	0	0	0	-0.174	0.811	-0.343	-0.163	0.213	-0.311	0.205	-0.19	1.093	-0.013	-0.086	0.25	-0.003	0.024	-0.139	0.004	0.003	-0.002	-0.34	0.236	-0.954	0.11	-0.464	0	167.216	9.562	193.642	11.8	21.246	51.429	10.678	8.71
4.432	6.945	-11.417	-6.337	-2.842	1.914	1.261	0.263	11.763	44.98	16.519	7.84	-1.176	4.456	26.376	-18.588	-3.474	1.76	4.628	-0.193	-2.377	28.471	32.944	-29.074				-7.009	0.637	3.527	-0.248	3.571	-4.302	-5.487	0	0	-10.802	0	0	0.867	0.202	0.174	0.972	0.234	0.114	1.049	0.015	0.121	0.079	0.041	1.066	-0.181	0	-0.022	-0.094	-0.061	0.008	-0.04	-0.04	0.004	0	0	0	-0.176	0.823	-0.371	-0.167	0.21	-0.309	0.21	-0.188	1.136	-0.013	-0.091	0.267	-0.003	0.023	-0.15	0.004	0.003	0.003	-0.358	0.287	-0.98	0.097	-0.386	0	171.378	9.805	194.386	12.568	21.111	48.488	11.188	9.357
4.533	6.898	-11.909	-5.962	-2.89	2.43	0.869	0.187	12.163	45.162	16.615	8.398	-1.203	4.473	26.218	-18.202	-3.554	0.743	4.826	-0.188	-2.221	28.12	32.935	-29.684				-6.987	0.558	3.42	-0.229	3.572	-4.471	-5.518	0	0	-10.205	0	0	0.878	0.208	0.177	0.984	0.248	0.115	1.065	0.018	0.119	0.087	0.041	1.082	-0.176	0	-0.022	-0.088	-0.06	0.007	-0.034	-0.041	0.003	0	0	0	-0.177	0.831	-0.398	-0.169	0.207	-0.302	0.213	-0.184	1.176	-0.015	-0.094	0.284	-0.004	0.022	-0.162	0.004	0.003	0.009	-0.37	0.338	-0.987	0.081	-0.296	0	178.099	10.154	196.641	13.295	20.848	45.206	11.588	10.337
4.568	6.872	-12.356	-5.573	-2.933	3.062	0.5	0.111	12.551	45.342	16.719	8.835	-1.207	4.492	26.102	-17.842	-3.615	0.109	5.044	-0.183	-2.072	27.764	32.894	-30.213				-6.965	0.478	3.312	-0.184	3.559	-4.609	-5.533	0	0	-9.594	0	0	0.887	0.212	0.178	0.991	0.262	0.115	1.077	0.021	0.118	0.095	0.041	1.095	-0.167	0	-0.021	-0.077	-0.06	0.006	-0.024	-0.042	0.003	0	0	0	-0.176	0.834	-0.425	-0.171	0.201	-0.29	0.215	-0.18	1.212	-0.017	-0.096	0.303	-0.005	0.022	-0.177	0.005	0.002	0.013	-0.373	0.383	-0.963	0.063	-0.193	0.002	186.782	10.493	200.769	13.971	20.49	41.65	11.782	11.488
4.548	6.862	-12.756	-5.177	-2.97	3.804	0.16	0.037	12.916	45.527	16.83	9.135	-1.185	4.521	26.024	-17.573	-3.665	-0.167	5.321	-0.186	-1.994	27.409	32.819	-30.657				-6.94	0.397	3.203	-0.12	3.538	-4.72	-5.531	0	0	-8.98	0	0	0.891	0.215	0.177	0.994	0.275	0.115	1.084	0.026	0.115	0.105	0.04	1.102	-0.155	-0.001	-0.019	-0.062	-0.061	0.006	-0.009	-0.045	0.003	0	0	0	-0.173	0.831	-0.449	-0.171	0.195	-0.273	0.215	-0.174	1.241	-0.019	-0.094	0.324	-0.006	0.024	-0.193	0.006	0.002	0.017	-0.366	0.418	-0.898	0.045	-0.076	0.006	196.77	10.749	206.765	14.547	20.077	37.966	11.7	12.63
4.477	6.86	-13.105	-4.78	-3.001	4.65	-0.152	-0.036	13.24	45.717	16.951	9.287	-1.135	4.569	25.98	-17.449	-3.712	-0.124	5.692	-0.204	-2.049	27.061	32.712	-31.009				-6.913	0.312	3.097	-0.041	3.511	-4.804	-5.511	0	0	-8.378	0	0	0.89	0.215	0.175	0.992	0.288	0.113	1.086	0.032	0.112	0.116	0.04	1.105	-0.138	-0.003	-0.017	-0.04	-0.062	0.007	0.013	-0.048	0.003	0	0	0	-0.168	0.821	-0.47	-0.169	0.187	-0.252	0.213	-0.168	1.263	-0.022	-0.09	0.345	-0.008	0.026	-0.208	0.008	0.001	0.018	-0.346	0.441	-0.781	0.03	0.046	0.011	207.956	10.901	214.738	14.955	19.592	34.273	11.343	13.615
4.362	6.855	-13.398	-4.384	-3.027	5.594	-0.436	-0.105	13.506	45.914	17.083	9.284	-1.064	4.646	25.963	-17.506	-3.765	0.19	6.177	-0.248	-2.292	26.73	32.57	-31.268				-6.882	0.224	2.995	0.044	3.484	-4.867	-5.475	0	0	-7.801	0	0	0.883	0.214	0.171	0.983	0.3	0.111	1.082	0.039	0.107	0.126	0.039	1.105	-0.114	-0.006	-0.014	-0.012	-0.065	0.008	0.042	-0.052	0.002	0	0	0	-0.163	0.804	-0.488	-0.167	0.177	-0.227	0.21	-0.161	1.275	-0.026	-0.081	0.366	-0.01	0.029	-0.219	0.01	0	0.014	-0.315	0.447	-0.602	0.023	0.164	0.013	220.082	10.965	224.544	15.172	18.978	30.614	10.865	14.381
4.203	6.835	-13.631	-3.994	-3.045	6.636	-0.694	-0.169	13.696	46.115	17.228	9.122	-0.981	4.76	25.959	-17.751	-3.83	0.716	6.774	-0.328	-2.758	26.423	32.394	-31.434				-6.847	0.128	2.899	0.125	3.457	-4.909	-5.423	0	0	-7.263	0	0	0.87	0.209	0.165	0.967	0.31	0.107	1.071	0.048	0.102	0.137	0.037	1.096	-0.083	-0.012	-0.01	0.024	-0.068	0.01	0.081	-0.055	0.002	0	0	0	-0.156	0.778	-0.501	-0.164	0.165	-0.198	0.205	-0.153	1.278	-0.029	-0.067	0.383	-0.013	0.033	-0.224	0.013	-0.001	0.005	-0.271	0.435	-0.353	0.026	0.261	0.006	232.201	10.96	235.312	15.301	18.219	27.077	10.447	14.884
4.005	6.787	-13.799	-3.62	-3.053	7.777	-0.92	-0.226	13.788	46.315	17.389	8.802	-0.897	4.912	25.951	-18.162	-3.903	1.386	7.449	-0.452	-3.452	26.149	32.182	-31.508				-6.808	0.024	2.809	0.196	3.432	-4.935	-5.36	0	0	-6.781	0	0	0.85	0.202	0.158	0.944	0.318	0.103	1.052	0.058	0.096	0.149	0.034	1.086	-0.043	-0.018	-0.005	0.069	-0.071	0.013	0.128	-0.056	0.003	0.019	0.002	0.071	-0.148	0.745	-0.509	-0.16	0.152	-0.165	0.199	-0.145	1.268	-0.032	-0.047	0.397	-0.015	0.037	-0.221	0.015	-0.002	-0.01	-0.216	0.402	-0.033	0.043	0.323	-0.015	242.844	10.869	245.685	15.54	17.365	23.795	10.267	15.084
3.77	6.702	-13.896	-3.282	-3.047	9.022	-1.105	-0.27	13.758	46.506	17.565	8.334	-0.814	5.098	25.912	-18.685	-3.975	2.128	8.137	-0.623	-4.347	25.911	31.93	-31.496				-6.765	-0.092	2.724	0.248	3.407	-4.944	-5.289	0	0	-6.372	0	0	0.821	0.193	0.148	0.912	0.323	0.097	1.024	0.069	0.088	0.16	0.03	1.07	0.004	-0.027	0	0.122	-0.073	0.016	0.184	-0.053	0.003	0.023	-0.007	0.183	-0.139	0.702	-0.511	-0.154	0.137	-0.129	0.191	-0.136	1.244	-0.032	-0.019	0.405	-0.017	0.042	-0.208	0.016	-0.005	-0.029	-0.151	0.346	0.355	0.075	0.345	-0.048	251.905	10.688	255.52	16.142	16.5	20.807	10.567	14.951
