Version	3.0
Starting Frame	19
Avg Step Width (cm)	  14.25
R_Velocity	147.935	141.386
R_Stride_Len	144.863	140.037
R_Cadence	122.034	121.008
L_Velocity	144.923	138.989
L_Stride_Len	142.103	139.567
L_Cadence	122.034	119.008
R_Support_Time	55.932	56.303
L_Support_Time	61.864	62.810
R_Non_Support	44.068	43.697
L_Non_Support	38.136	37.190
R_Step_Len	72.428	70.362
L_Step_Len	72.435	69.675	69.205
R_Dbl_Support	11.864	10.924
L_Dbl_Support	6.780	7.438
RHS	27.000	145.000	264.000
LHS	85.000	203.000	324.000
RTO	93.000	212.000	334.000
LTO	41.000	158.000	279.000
RHS FP	
LHS FP	84.000	204.000
R_HIP Rot ANG	R_HIP Abd ANG	R_HIP Flex ANG	R_KNEE Rot ANG	R_KNEE Abd ANG	R_KNEE Flex ANG	R_ANK Rot ANG	R_ANK Abd ANG	R_ANK  Flex ANG	R_Elbow_Ang	R_Shl_Add_Ang	R_Shl_Flex_Ang	L_HIP Rot ANG	L_HIP Abd ANG	L_HIP Flex ANG	L_KNEE Rot ANG	L_KNEE Abd ANG	L_KNEE Flex ANG	L_ANK Rot ANG	L_ANK Abd ANG	L_ANK Flex ANG	L_Elbow_Ang	L_Shl_Add_Ang	L_Shl_Flex_Ang	Head_Lat_Tilt	Head_Fwd_Tilt	Head_Rotation	Trunk_Lat_Tilt	Trunk_Fwd_Tilt	Trunk_Rotation	Pelvis_Lat_Tilt	Pelvis_Fwd_Tilt	Pelvis_Rotation	R_Foot_Orientation	R_Foot_Elevation	R_Foot_Null	L_Foot_Orientation	L_Foot_Elevation	L_Foot_Null	R_HIP Rot FRC	R_HIP Abd FRC	R_HIP Flex FRC	R_KNEE Rot FRC	R_KNEE Abd FRC	R_KNEE Flex FRC	R_ANK Rot FRC	R_ANK Abd FRC	R_ANK  Flex FRC	R_GRF_FWD	R_GRF_LAT	R_GRF_VRT	L_HIP Rot FRC	L_HIP Abd FRC	L_HIP Flex FRC	L_KNEE Rot FRC	L_KNEE Abd FRC	L_KNEE Flex FRC	L_ANK Rot FRC	L_ANK Abd FRC	L_ANK  Flex FRC	L_GRF_FWD	L_GRF_LAT	L_GRF_VRT	R_HIP Rot MOM	R_HIP Abd MOM	R_HIP Flex MOM	R_KNEE Rot MOM	R_KNEE Abd MOM	R_KNEE Flex MOM	R_ANK Rot MOM	R_ANK Abd MOM	R_ANK  Flex MOM	L_HIP Rot MOM	L_HIP Abd MOM	L_HIP Flex MOM	L_KNEE Rot MOM	L_KNEE Abd MOM	L_KNEE Flex MOM	L_ANK Rot MOM	L_ANK Abd MOM	L_ANK  Flex MOM	R_HIP PWR	R_KNEE PWR	R_ANK PWR	L_HIP PWR	L_KNEE PWR	L_ANK PWR	L TIBIALIS ANT	L GASTROCNEMIUS	L MEDIAL HAM	L RECTUS	R TIBIALIS ANT	R GASTROCNEMIUS	R MEDIAL HAM	R RECTUS	
-13.776	-5.816	25.112	-10.290	-3.900	54.794	2.458	-15.701	-2.296	36.699	17.531	-13.380	-18.513	1.789	11.716	-1.821	-1.672	6.925	13.101	-13.444	9.413	29.780	16.090	-7.484	0.000	0.000	0.000	-1.051	0.309	1.926	-0.400	10.344	1.932	-19.065	40.509	0.000	-9.331	-0.140	0.000	-0.018	0.004	0.001	-0.007	-0.004	0.002	-0.003	-0.001	0.001	0.000	0.000	0.000	-0.022	0.005	-0.002	-0.009	-0.000	-0.000	-0.002	-0.000	0.001	0.000	0.000	0.000	0.003	0.008	-0.007	-0.000	0.006	-0.008	0.001	0.001	-0.002	0.000	-0.012	-0.016	0.000	-0.001	0.001	0.000	0.000	-0.002	0.010	-0.026	0.004	-0.024	0.002	0.002	0.007	0.012	0.001	0.002	0.017	0.017	0.004	0.002
-13.234	-5.423	26.019	-11.295	-3.442	53.074	2.917	-15.361	-1.137	35.773	17.488	-13.612	-17.679	1.686	10.619	-2.445	-1.471	6.288	13.105	-12.973	9.633	30.433	15.932	-6.770	0.000	0.000	0.000	-1.070	0.401	1.641	-0.587	10.282	2.193	-19.112	36.972	0.000	-9.411	-0.093	0.000	-0.039	0.007	0.003	-0.017	-0.010	0.005	-0.007	-0.003	0.003	0.000	0.000	0.000	-0.047	0.011	-0.005	-0.020	0.000	-0.001	-0.005	-0.000	0.001	0.000	0.000	0.000	0.005	0.020	-0.008	-0.001	0.011	-0.013	0.002	0.001	-0.004	0.000	-0.016	-0.022	0.000	-0.002	0.002	0.001	0.000	-0.003	0.011	-0.048	0.007	-0.035	0.003	0.003	0.955	1.577	0.186	0.224	2.084	2.223	0.540	0.271
-12.696	-5.045	26.908	-12.279	-3.030	51.304	3.385	-15.018	-0.012	34.856	17.451	-13.856	-16.896	1.577	9.525	-3.036	-1.281	5.656	13.106	-12.559	9.861	31.086	15.780	-6.066	0.000	0.000	0.000	-1.088	0.486	1.355	-0.767	10.224	2.435	-19.090	33.426	0.000	-9.484	-0.031	0.000	-0.060	0.011	0.006	-0.027	-0.015	0.007	-0.011	-0.004	0.004	0.000	0.000	0.000	-0.071	0.016	-0.007	-0.030	0.000	-0.002	-0.008	-0.000	0.002	0.000	0.000	0.000	0.006	0.031	-0.009	-0.001	0.015	-0.019	0.002	0.002	-0.006	0.000	-0.020	-0.027	0.000	-0.003	0.003	0.001	0.000	-0.004	0.012	-0.073	0.009	-0.045	0.004	0.004	3.155	5.344	0.600	0.726	6.169	7.390	1.800	0.871
-12.160	-4.685	27.758	-13.179	-2.666	49.443	3.801	-14.717	1.010	33.959	17.421	-14.119	-16.201	1.469	8.433	-3.562	-1.104	5.034	13.099	-12.229	10.098	31.733	15.636	-5.379	0.000	0.000	0.000	-1.101	0.558	1.068	-0.930	10.176	2.636	-19.018	29.914	0.000	-9.546	0.057	0.000	-0.079	0.015	0.008	-0.036	-0.020	0.010	-0.015	-0.005	0.006	0.000	0.000	0.000	-0.093	0.019	-0.009	-0.039	0.000	-0.002	-0.011	-0.000	0.003	0.000	0.000	0.000	0.007	0.041	-0.008	-0.001	0.019	-0.024	0.003	0.002	-0.007	-0.000	-0.024	-0.031	0.000	-0.004	0.004	0.001	0.001	-0.005	0.011	-0.101	0.009	-0.053	0.004	0.004	6.093	10.591	1.146	1.382	10.640	14.212	3.535	1.641
-11.628	-4.345	28.552	-13.937	-2.353	47.461	4.114	-14.490	1.871	33.091	17.400	-14.410	-15.626	1.374	7.340	-4.008	-0.942	4.423	13.075	-11.981	10.348	32.367	15.498	-4.716	0.000	0.000	0.000	-1.106	0.612	0.780	-1.067	10.136	2.779	-18.914	26.472	0.000	-9.598	0.173	0.000	-0.096	0.018	0.010	-0.045	-0.023	0.012	-0.019	-0.006	0.007	0.000	0.000	0.000	-0.112	0.021	-0.011	-0.047	0.000	-0.002	-0.013	-0.001	0.003	0.000	0.000	0.000	0.008	0.052	-0.007	-0.002	0.023	-0.030	0.004	0.003	-0.009	-0.000	-0.027	-0.033	0.000	-0.005	0.004	0.002	0.001	-0.007	0.008	-0.133	0.009	-0.059	0.005	0.005	9.345	16.716	1.762	2.102	14.841	21.471	5.560	2.465
-11.113	-4.028	29.275	-14.503	-2.100	45.335	4.281	-14.346	2.525	32.257	17.390	-14.733	-15.191	1.307	6.242	-4.374	-0.800	3.823	13.036	-11.803	10.614	32.988	15.369	-4.081	0.000	0.000	0.000	-1.099	0.645	0.492	-1.173	10.103	2.849	-18.802	23.131	0.000	-9.646	0.313	0.000	-0.110	0.020	0.013	-0.054	-0.025	0.015	-0.022	-0.006	0.008	0.000	0.000	0.000	-0.127	0.021	-0.012	-0.053	0.000	-0.003	-0.015	-0.001	0.003	0.000	0.000	0.000	0.009	0.062	-0.003	-0.002	0.027	-0.036	0.004	0.003	-0.010	-0.000	-0.030	-0.033	0.000	-0.005	0.004	0.002	0.001	-0.007	0.004	-0.171	0.008	-0.061	0.005	0.006	12.581	23.217	2.403	2.826	18.614	28.188	7.731	3.264
-10.638	-3.736	29.915	-14.835	-1.920	43.059	4.274	-14.275	2.939	31.458	17.390	-15.087	-14.895	1.278	5.138	-4.671	-0.678	3.235	12.985	-11.687	10.906	33.593	15.248	-3.476	0.000	0.000	0.000	-1.077	0.654	0.205	-1.242	10.075	2.845	-18.700	19.917	0.000	-9.699	0.467	0.000	-0.123	0.021	0.016	-0.061	-0.027	0.017	-0.025	-0.006	0.009	0.000	0.000	0.000	-0.139	0.020	-0.012	-0.058	0.000	-0.003	-0.016	-0.001	0.004	0.000	0.000	0.000	0.009	0.071	0.003	-0.002	0.031	-0.042	0.005	0.003	-0.011	-0.000	-0.032	-0.032	0.000	-0.006	0.004	0.002	0.001	-0.008	-0.003	-0.216	0.006	-0.059	0.005	0.007	15.592	29.677	3.035	3.515	22.254	33.717	9.920	3.993
-10.240	-3.468	30.471	-14.908	-1.821	40.635	4.082	-14.242	3.096	30.692	17.402	-15.470	-14.719	1.288	4.034	-4.924	-0.575	2.666	12.927	-11.633	11.234	34.182	15.138	-2.900	0.000	0.000	0.000	-1.040	0.642	-0.082	-1.278	10.052	2.777	-18.623	16.849	0.000	-9.767	0.626	0.000	-0.134	0.022	0.019	-0.068	-0.029	0.018	-0.028	-0.007	0.010	0.000	0.000	0.000	-0.147	0.017	-0.013	-0.062	-0.000	-0.003	-0.017	-0.001	0.004	0.000	0.000	0.000	0.009	0.079	0.012	-0.003	0.035	-0.050	0.006	0.004	-0.012	-0.000	-0.033	-0.029	0.000	-0.006	0.004	0.002	0.001	-0.009	-0.010	-0.269	0.003	-0.053	0.005	0.007	18.330	35.919	3.634	4.142	26.212	37.521	12.018	4.635
-9.964	-3.220	30.947	-14.715	-1.807	38.073	3.714	-14.200	2.998	29.958	17.423	-15.873	-14.620	1.330	2.944	-5.166	-0.490	2.125	12.874	-11.637	11.603	34.754	15.037	-2.347	0.000	0.000	0.000	-0.990	0.617	-0.367	-1.291	10.035	2.670	-18.583	13.936	0.000	-9.856	0.784	0.000	-0.143	0.021	0.022	-0.074	-0.031	0.020	-0.030	-0.008	0.011	0.000	0.000	0.000	-0.153	0.014	-0.013	-0.065	-0.000	-0.003	-0.018	-0.001	0.004	0.000	0.000	0.000	0.009	0.086	0.025	-0.003	0.038	-0.058	0.006	0.004	-0.013	-0.000	-0.034	-0.024	0.000	-0.005	0.004	0.002	0.001	-0.009	-0.017	-0.332	-0.000	-0.045	0.004	0.008	20.871	42.119	4.184	4.693	30.822	39.188	14.015	5.182
-9.855	-2.992	31.350	-14.275	-1.868	35.387	3.203	-14.101	2.662	29.254	17.453	-16.286	-14.549	1.387	1.887	-5.421	-0.419	1.627	12.836	-11.691	12.010	35.307	14.945	-1.810	0.000	0.000	0.000	-0.932	0.587	-0.650	-1.293	10.030	2.558	-18.587	11.177	0.000	-9.964	0.943	0.000	-0.151	0.020	0.024	-0.079	-0.033	0.021	-0.032	-0.009	0.012	0.000	0.000	0.000	-0.157	0.011	-0.013	-0.067	-0.001	-0.003	-0.018	-0.001	0.004	0.000	0.000	0.000	0.009	0.093	0.042	-0.003	0.042	-0.068	0.007	0.004	-0.013	-0.000	-0.034	-0.019	-0.000	-0.005	0.004	0.002	0.001	-0.010	-0.022	-0.407	-0.003	-0.035	0.004	0.008	23.303	48.630	4.665	5.161	36.266	38.880	15.945	5.639
