Version	3																																																																																													
Starting Frame	93																																																																																													
Avg Step Width (cm)	11.35									Average	R_Velocity	R_Cadence	L_Velocity	L_Cadence																																																																																
R_Velocity	124.282	123.912								124.097	124.097	108.6935	124.115	108.2955																																																																																
R_Stride_Len	138.879	135.139								137.009																																																																																				
R_Cadence	107.463	109.924								108.6935																																																																																				
L_Velocity	123.195	125.035								124.115																																																																																				
L_Stride_Len	137.898	137.924								137.911																																																																																				
L_Cadence	106.667	109.924								108.2955																																																																																				
R_Support_Time	61.194	62.595								61.8945																																																																																				
L_Support_Time	62.963	62.595								62.779																																																																																				
R_Non_Support	38.806	37.405								38.1055																																																																																				
L_Non_Support	37.037	37.405								37.221																																																																																				
R_Step_Len	70.68	67.92								69.3																																																																																				
L_Step_Len	68.2	67.219	70.004							68.47433333																																																																																				
R_Dbl_Support	10.448	12.214								11.331																																																																																				
L_Dbl_Support	12.593	12.214								12.4035																																																																																				
RHS	52	186	317																																																																																											
LHS	117	252	383																																																																																											
RTO	134	268	399																																																																																											
LTO	66	202	334																																																																																											
RHS FP																																																																																														
LHS FP	117	252																																																																																												
R_HIP Rot ANG	R_HIP Abd ANG	R_HIP Flex ANG	R_KNEE Rot ANG	R_KNEE Abd ANG	R_KNEE Flex ANG	R_ANK Rot ANG	R_ANK Abd ANG	R_ANK  Flex ANG	R_Elbow_Ang	R_Shl_Add_Ang	R_Shl_Flex_Ang	L_HIP Rot ANG	L_HIP Abd ANG	L_HIP Flex ANG	L_KNEE Rot ANG	L_KNEE Abd ANG	L_KNEE Flex ANG	L_ANK Rot ANG	L_ANK Abd ANG	L_ANK Flex ANG	L_Elbow_Ang	L_Shl_Add_Ang	L_Shl_Flex_Ang	Head_Lat_Tilt	Head_Fwd_Tilt	Head_Rotation	Trunk_Lat_Tilt	Trunk_Fwd_Tilt	Trunk_Rotation	Pelvis_Lat_Tilt	Pelvis_Fwd_Tilt	Pelvis_Rotation	R_Foot_Orientation	R_Foot_Elevation	R_Foot_Null	L_Foot_Orientation	L_Foot_Elevation	L_Foot_Null	R_HIP Rot FRC	R_HIP Abd FRC	R_HIP Flex FRC	R_KNEE Rot FRC	R_KNEE Abd FRC	R_KNEE Flex FRC	R_ANK Rot FRC	R_ANK Abd FRC	R_ANK  Flex FRC	R_GRF_FWD	R_GRF_LAT	R_GRF_VRT	L_HIP Rot FRC	L_HIP Abd FRC	L_HIP Flex FRC	L_KNEE Rot FRC	L_KNEE Abd FRC	L_KNEE Flex FRC	L_ANK Rot FRC	L_ANK Abd FRC	L_ANK  Flex FRC	L_GRF_FWD	L_GRF_LAT	L_GRF_VRT	R_HIP Rot MOM	R_HIP Abd MOM	R_HIP Flex MOM	R_KNEE Rot MOM	R_KNEE Abd MOM	R_KNEE Flex MOM	R_ANK Rot MOM	R_ANK Abd MOM	R_ANK  Flex MOM	L_HIP Rot MOM	L_HIP Abd MOM	L_HIP Flex MOM	L_KNEE Rot MOM	L_KNEE Abd MOM	L_KNEE Flex MOM	L_ANK Rot MOM	L_ANK Abd MOM	L_ANK  Flex MOM	R_HIP PWR	R_KNEE PWR	R_ANK PWR	L_HIP PWR	L_KNEE PWR	L_ANK PWR	L TIBIALIS ANT	L GASTROCNEMIUS	L MEDIAL HAM	L RECTUS	R TIBIALIS ANT	R GASTROCNEMIUS	R MEDIAL HAM	R RECTUS
-11.453	-4.622	-10.171	-16.433	-3.765	33.988	23.61	4.427	-20.385	37.22	12.518	-7.631	11.248	6.592	16.267	-19.334	1.703	7.508	14.03	12.934	-6.037	29.656	13.887	-15.791	0	0	0	1.106	-5.592	7.412	3.859	3.94	3.598	1.051	64.933	0	3.366	-2.208	0	-0.026	-0.003	0	-0.008	-0.003	0	-0.003	0	-0.001	0	0	0	-0.023	0.003	-0.002	-0.009	0	0	-0.002	0	-0.001	0	0	0	-0.003	-0.013	-0.012	0	-0.007	0.004	-0.001	0	-0.002	0	-0.009	-0.012	0	-0.002	0	0	0	-0.002	0.034	-0.024	-0.009	-0.016	0	0.002	0.004	0.005	0.002	0.011	0.028	0.003	0.003	0.005
-10.803	-5.07	-8.766	-16.922	-3.776	36.493	23.296	3.749	-21.812	36.373	12.355	-7.749	11.198	6.754	15.531	-19.495	1.739	7.441	14.188	12.601	-5.493	29.734	13.909	-15.543	0	0	0	1.189	-5.468	7.289	4.012	3.915	3.449	0.812	67.616	0	3.437	-2.051	0	-0.055	-0.005	0	-0.018	-0.005	-0.001	-0.006	0.002	-0.002	0	0	0	-0.051	0.006	-0.005	-0.02	-0.001	-0.001	-0.005	0	-0.001	0	0	0	-0.004	-0.016	-0.031	0	-0.011	0.011	-0.001	0	-0.004	0	-0.016	-0.016	0	-0.003	0	-0.001	0	-0.003	0.088	-0.057	-0.012	-0.022	0	0.002	0.516	0.67	0.184	1.382	3.596	0.345	0.334	0.606
-10.121	-5.49	-7.348	-17.425	-3.746	38.958	22.994	3.12	-23.071	35.545	12.203	-7.863	11.159	6.903	14.793	-19.695	1.77	7.347	14.369	12.275	-4.968	29.835	13.932	-15.301	0	0	0	1.27	-5.342	7.155	4.152	3.897	3.294	0.55	70.077	0	3.502	-1.896	0	-0.083	-0.005	0.001	-0.026	-0.007	-0.001	-0.01	0.003	-0.003	0	0	0	-0.077	0.008	-0.008	-0.03	-0.001	-0.002	-0.008	0	-0.002	0	0	0	-0.005	-0.018	-0.051	0	-0.015	0.017	-0.001	-0.001	-0.006	0	-0.022	-0.02	0	-0.004	0	-0.001	0	-0.004	0.142	-0.086	-0.014	-0.028	0	0.003	1.635	2.39	0.555	4.651	11.616	1.094	1.07	2.013
