,,Elbow angle (degrees),,,,Elbow angle (rad),,,,Elbow angular velocity (rad/s),,,,Elbow angular acceleration (rad/s^2),,,
,,,,,,,,,,,,,,,,,
MAX,,62.356,1.61,46.327,5.105,1.08831750837358,0.028099800957109,0.808558682571413,0.089099058314311,2.85256612945951,1.70693200845046,2.71852484290638,1.49330370800635,24.6300864041423,18.5982285092504,26.389378290156,17.0902640355277
MIN,,21.792,-27.481,13.579,-23.733,0.380342150594604,-0.479633931740562,0.23699825912831,-0.414218991375814,-2.71852484290637,-1.47235975698242,-2.19702046241047,-1.61268422884277,-30.1592894744603,-20.8601752198363,-31.1645991236113,-22.6194671058471
,,,,,,,,,,,,,,,,,
frame,t (sec),R_Elbow_Ang,R_Shl_Flex_Ang,L_Elbow_Ang,L_Shl_Add_Ang,R_Elbow_Ang,R_Shl_Flex_Ang,L_Elbow_Ang,L_Shl_Flex_Ang,R_Elbow_Ang_Vel,R_Shl_Flex_Vel,L_Elbow_Ang_Vel,L_Shl_Flex_Vel,R_Elbow_Ang_Acc,R_Shl_Flex_Acc,L_Elbow_Ang_Acc,L_Shl_Flex_Acc
96,0.8,23.254,-25.965,43.883,0.097,0.405858864258761,-0.453174740280328,0.765902835652672,0.001692969374435,0.161268422884283,-0.40421825476188,1.49958689331353,1.14982291121387,2.5132741228733,13.0690254389347,-20.860175219838,1.50796447372315
97,0.808333333333333,23.177,-25.772,43.167,-0.452,0.404514960734726,-0.449806254823979,0.753406278208392,-0.007888888219014,0.140324471860339,-0.513126800086336,1.67342168681218,1.13725654059951,3.51858377202022,12.8176980266466,-21.1115026321229,4.27256600888213
98,0.816666666666667,23.11,-25.527,42.368,-0.995,0.40334559013589,-0.445530198156593,0.739461097484958,-0.017366026057344,0.111002940426837,-0.619940950308391,1.8493508754132,1.10165182385882,6.03185789489201,12.5663706143573,-20.1061929829719,6.53451271946852
99,0.825,23.057,-25.231,41.485,-1.521,0.402420565632333,-0.440364023570689,0.724049840189848,-0.026546457922834,0.060737457969404,-0.724660705428035,2.01690248360463,1.04719755119659,7.53982236861569,12.3150432020745,-18.8495559215407,7.03716754403935
100,0.833333333333333,23.028,-24.885,40.522,-2.021,0.401914420149254,-0.434325184358789,0.707242319493142,-0.035273104182805,-0.002094395102394,-0.827286065445323,2.17398211628414,0.988554488329592,8.54513201776361,12.063715789783,-17.0902640355305,7.03716754404123
101,0.841666666666667,23.029,-24.49,39.484,-2.493,0.401931873441774,-0.427431133813411,0.689125801857441,-0.043511058252219,-0.073303828583758,-0.927817030360182,2.31640098324689,0.929911425462582,8.79645943005174,11.5610609652115,-14.3256625003657,5.52920307031815
102,0.85,23.064,-24.047,38.378,-2.937,0.402542738679972,-0.419699325227076,0.669822460330384,-0.051260320131074,-0.146607657167522,-1.02415920507028,2.43578150408327,0.883834733209931,8.79645943005218,12.3150432020701,-11.5610609652115,5.02654824574473
103,0.858333333333333,23.134,-23.558,37.215,-3.359,0.403764469156368,-0.411164665184824,0.64952428112969,-0.05862560957449,-0.21991148575129,-1.12678456508753,2.53212367879337,0.841946831162058,10.8070787283482,11.812388377499,-8.04247719319052,3.76991118430675
104,0.866666666666667,23.239,-23.02,36.006,-3.761,0.405597064870962,-0.401774793809095,0.628423250473078,-0.065641833167507,-0.309970475154192,-1.22522113490002,2.59914432206996,0.810530904626168,13.3203528512213,10.3044239037749,-4.52389342117032,2.5132741228717
105,0.875,23.387,-22.435,34.765,-4.148,0.408180152163914,-0.391564617684928,0.606763714455829,-0.072396257372725,-0.420973415581036,-1.31109133409814,2.63684343391304,0.789586953602238,16.0849543863794,8.29380460547486,-1.50796447371816,1.50796447372441
106,0.883333333333333,23.588,-21.809,33.506,-4.525,0.411688263960422,-0.380638856567443,0.58479001917322,-0.078976148652743,-0.555014702134197,-1.3802063724771,2.64940980452736,0.777020582987868,19.1008833338249,5.78053048260752,1.75929188600467,1.00530964914746
107,0.891666666666667,23.853,-21.15,32.241,-4.896,0.416313386478207,-0.369137136796801,0.562711604135492,-0.085451320177642,-0.714188729916072,-1.42837745983216,2.63474903881066,0.768643002578305,20.8601752198371,3.26725635973367,4.52389342117032,0
108,0.9,24.194,-20.468,30.983,-5.263,0.422264959227508,-0.357233991298199,0.540755362145403,-0.091856678532462,-0.888023523414715,-1.45560459616328,2.59704992696757,0.768643002578307,21.6141574566991,1.50796447372317,6.5345127194666,-0.251327412286929
109,0.908333333333333,24.618,-19.773,29.743,-5.63,0.429665155255964,-0.345103952996839,0.519113279420673,-0.098262036887281,-1.06814150222054,-1.46817096677764,2.54259565430535,0.770737397680698,21.6141574566948,0.502654824571513,9.04778684234218,0.251327412288368
110,0.916666666666667,25.128,-19.072,28.529,-5.998,0.438566334441135,-0.332869194940358,0.497924982301462,-0.10468484853462,-1.24825948102633,-1.4723597569824,2.46719743061916,0.768643002578295,20.1061929829769,2.37143638059931E-12,11.8123883774948,-0.753982236862815
111,0.925,25.724,-18.369,27.351,-6.365,0.448968496783021,-0.320599530298838,0.477365003712969,-0.111090206889439,-1.41581108921781,-1.47235975698242,2.36876086080671,0.774926187885485,17.0902640355288,-0.251327412287329,14.8283173249428,-1.00530964914852
112,0.933333333333333,26.4,-17.666,26.22,-6.735,0.460766922526503,-0.308329865657318,0.457625329872913,-0.117547925121818,-1.55822995618054,-1.47026536188003,2.24519154976552,0.783303768295056,13.3203528512197,0.251327412287329,18.8495559215393,-2.76460153515923
113,0.941666666666667,27.144,-16.964,25.148,-7.109,0.473752172161341,-0.296077654308318,0.438915400291534,-0.124075456524277,-1.66923289660737,-1.47235975698242,2.08811191708602,0.806342114421383,10.3044239037737,-1.57207580286923E-12,22.1168122812761,-4.77522083345511
114,0.95,27.941,-16.261,24.151,-7.494,0.487662446299736,-0.283807989666798,0.421514467649151,-0.130794974144455,-1.75510309580549,-1.47235975698241,1.90380514807539,0.846135621366842,8.54513201776549,-1.00530964914776,24.8814138164263,-6.53451271946823
115,0.958333333333333,28.779,-15.558,23.242,-7.898,0.502288305431448,-0.271538325025278,0.405649424748522,-0.137846104322512,-1.82631252928687,-1.46398217657284,1.6964600329385,0.900589894029078,7.79114978090322,-2.51327412287089,26.389378290156,-8.04247719318975
116,0.966666666666667,29.651,-14.859,22.432,-8.328,0.517507576508839,-0.259338473553837,0.391512257807368,-0.145351020106088,-1.89123877746106,-1.44303822554892,1.4765485471872,0.967610537305659,9.55044166691374,-4.52389342116994,26.3893782901528,-8.29380460547749
117,0.975,30.554,-14.17,21.727,-8.79,0.533267899654347,-0.247313155007596,0.379207686580808,-0.153414441250302,-1.97082579135201,-1.40533911370584,1.25663706143593,1.03672557568464,11.8123883774939,-7.53982236861722,25.3840686410092,-8.54513201776222
118,0.983333333333333,31.495,-13.499,21.127,-9.285,0.549691447915614,-0.235601995726715,0.368735711068842,-0.162053821047673,-2.06926236116446,-1.34250726063403,1.04510315609419,1.10793500916599,13.8230076757991,-9.04778684233641,22.6194671058441,-8.7964594300534
119,0.991666666666667,32.483,-12.858,20.628,-9.814,0.566935300925318,-0.224414435221431,0.36002651810139,-0.171286612790723,-2.18445409179612,-1.26710903694789,0.856607596878819,1.18123883774977,14.5769899126555,-11.0584061406365,20.1061929829744,-8.04247719318935
120,1,33.526,-12.253,20.219,-10.378,0.585139085023619,-0.213855193246865,0.352888121460733,-0.181130269771972,-2.30592900773491,-1.17495565244259,0.689055988687366,1.24825948102635,13.5716802635062,-10.5557513160615,16.8389366232415,-6.53451271946737
121,1.00833333333333,34.627,-11.692,19.89,-10.974,0.604355160088077,-0.204063896143177,0.347145988221672,-0.191532432113858,-2.41902634326413,-1.08699105814207,0.548731516827021,1.30271375368857,11.0584061406393,-8.29380460547707,12.8176980266474,-4.27256600888179
122,1.01666666666667,35.782,-11.173,19.628,-11.596,0.624513712948611,-0.195005637325326,0.342573225581447,-0.202388380061262,-2.51117972776946,-1.0178760197631,0.44191736660496,1.33831847042926,8.29380460546804,-5.52920307032195,10.0530964914871,-1.75929188600618
123,1.025,36.981,-10.687,19.417,-12.235,0.645440210680023,-0.186523337160634,0.338890580859739,-0.213541033981506,-2.58029476614836,-0.971799327510415,0.358141562509234,1.35297923614597,3.76991118431569,-2.01061929829307,8.79645943005116,-0.502654824578987
124,1.03333333333333,38.213,-10.223,19.246,-12.881,0.666942667064593,-0.17842500943138,0.335906067838829,-0.22481586094939,-2.61171069268432,-0.955044166691306,0.284837733925472,1.3571680263508,0.251327412286529,0.753982236860787,8.29380460547707,0.502654824575057
125,1.04166666666667,39.46,-9.767,19.11,-13.529,0.688706922836962,-0.170466308042286,0.333532420056116,-0.236125594502313,-2.61380508778671,-0.961327351998479,0.215722695546497,1.35297923614601,-4.02123859659406,2.26194671058476,8.29380460547628,0.502654824573858
126,1.05,40.708,-9.308,19.007,-14.175,0.710488631901852,-0.162455246775632,0.331734730926562,-0.247400421470196,-2.58029476614843,-0.980176907920018,0.146607657167528,1.34879044594122,-7.79114978090164,3.76991118430794,6.53451271946737,0.753982236861213
127,1.05833333333333,41.94,-8.84,18.937,-14.819,0.731991088286422,-0.154287105876299,0.330513000450166,-0.25864034185304,-2.51536851797425,-1.01159283445592,0.092153384505301,1.34250726063405,-10.3044239037781,3.51858377202023,4.77522083345606,0.753982236862785
128,1.06666666666667,43.141,-8.357,18.893,-15.46,0.752952492602874,-0.145857165589166,0.329745055579289,-0.269827902358323,-2.4294983187761,-1.04091436588942,0.052359877559834,1.33622407532686,-11.5610609652075,3.26725635973407,2.01061929829784,1.25663706143504
129,1.075,44.301,-7.86,18.868,-16.098,0.773198311926008,-0.137182879206754,0.32930872326629,-0.280963102986047,-2.33315614406603,-1.06814150222054,0.035604716740685,1.3257520998149,-11.5610609652108,1.7592918860097,-1.50796447372238,3.26725635973367
130,1.08333333333333,45.415,-7.35,18.851,-16.731,0.792641279793225,-0.128281700021583,0.329012017293451,-0.292011037151171,-2.23681396935595,-1.08280226793728,0.048171087355038,1.29852496348379,-10.5557513160699,1.00530964914545,-3.76991118430889,4.27256600888544
131,1.09166666666667,46.483,-6.833,18.828,-17.351,0.811281396204524,-0.119258347788773,0.328610591565492,-0.302832078513536,-2.14884937505536,-1.09117984834683,0.079587013890945,1.26292024674307,-10.5557513160543,-0.753982236857889,-6.03185789489121,6.03185789488933
132,1.1,47.509,-6.312,18.79,-17.954,0.829188474329986,-0.110165182385882,0.327947366449734,-0.313356413903062,-2.06088478075491,-1.08489666303968,0.129852496348373,1.21265476428566,-10.0530964914883,-2.76460153515944,-8.04247719319054,6.7858401317531
133,1.10833333333333,48.493,-5.794,18.728,-18.533,0.84636251416961,-0.101124376860551,0.326865262313498,-0.323461870272109,-1.97710897665917,-1.06185831691335,0.196873139624961,1.15610609652105,-9.29911425462242,-4.52389342116912,-9.2991142546264,7.53982236861669
134,1.11666666666667,49.437,-5.287,18.634,-19.085,0.862838422308437,-0.09227555755294,0.325224652816623,-0.333096087743118,-1.89961635787065,-1.02415920507028,0.274365758413514,1.09327424344925,-8.04247719319134,-7.79114978090262,-10.0530964914868,7.28849495632773
135,1.125,50.344,-4.798,18.503,-19.607,0.878668558624025,-0.083740897510688,0.322938271496511,-0.342206706438528,-1.83259571459406,-0.959232956896088,0.358141562509237,1.03253678547985,-6.03185789489269,-10.807078728349,-10.0530964914884,7.03716754404124
136,1.13333333333333,51.219,-4.34,18.332,-20.1,0.893940189578976,-0.075747289536554,0.3199537584756,-0.35081117965086,-1.78233023213662,-0.86917396749318,0.441917366604973,0.973893722612839,-5.52920307031966,-13.3203528512212,-9.299114254624,7.03716754404123
137,1.14166666666667,52.07,-3.925,18.121,-20.565,0.908792941513447,-0.068504173140778,0.316271113753892,-0.358926960672634,-1.73625353988396,-0.758171027066337,0.519409985393506,0.915250659745829,-5.02654824574881,-14.8283173249456,-8.04247719318867,7.79114978090434
138,1.15,52.899,-3.563,17.873,-21.002,0.92326172101248,-0.062186081248558,0.311942697208947,-0.366554049503849,-1.69436563783605,-0.634601716025125,0.586430628670078,0.850324411571626,-5.5292030703109,-15.0796447372289,-7.28849495633104,9.55044166691234
139,1.15833333333333,53.708,-3.26,17.593,-21.408,0.937381434661114,-0.056897733615015,0.307055775303362,-0.373640086266946,-1.64828894558346,-0.508938009881547,0.647168086639505,0.770737397680688,-6.28318530718082,-15.3309721495182,-6.7858401317531,10.8070787283472
140,1.16666666666667,54.495,-3.017,17.284,-21.776,0.95111717587431,-0.052656583532669,0.3016627079147,-0.380062897914285,-1.59592906802362,-0.381179908635563,0.703716754404114,0.680678408277795,-6.7858401317539,-15.0796447372311,-5.52920307031804,12.3150432020736
141,1.175,55.257,-2.835,16.948,-22.101,0.964416584774507,-0.049480084294039,0.295798401627999,-0.385735217983267,-1.539380400259,-0.255516202491971,0.749793446656764,0.578053048260516,-7.79114978090322,-15.079644737231,-3.51858377202181,12.3150432020703
142,1.18333333333333,55.992,-2.713,16.59,-22.377,0.977244754776665,-0.047350782606606,0.289550122905859,-0.390552326718771,-1.47445415208481,-0.12985249634838,0.779114978090279,0.475427688243263,-8.79645943004776,-15.5822995618056,-0.753982236860387,11.3097335529242
143,1.19166666666667,56.696,-2.651,16.218,-22.604,0.989531872710705,-0.04626867847037,0.28305749808844,-0.394514224120798,-1.40115032350108,0,0.785398163397449,0.381179908635562,-10.3044239037797,-16.0849543863799,2.26194671058516,10.3044239037749
144,1.2,57.365,-2.651,15.843,-22.786,1.00120812540655,-0.04626867847037,0.276512513393462,-0.397690723359428,-1.31528012430291,0.134041286553165,0.766548607475906,0.295309709437438,-11.3097335529194,-16.5876092109543,5.0265482457418,8.29380460547628
145,1.20833333333333,57.993,-2.715,15.477,-22.927,1.01216879310907,-0.047385689191646,0.270124608331162,-0.40015163760474,-1.22103234469525,0.272271363311117,0.724660705428058,0.226194671058469,-13.0690254389383,-16.83893662324,7.28849495633228,6.53451271946792
146,1.21666666666667,58.576,-2.845,15.131,-23.035,1.0223440626482,-0.049654617219239,0.264085769119262,-0.402036593196894,-1.11212379937077,0.412595835171449,0.663923247458622,0.171740398396237,-14.0743350880801,-16.0849543863808,9.0477868423351,4.77522083345539
147,1.225,59.107,-3.042,14.814,-23.117,1.03161176097629,-0.053092915845668,0.25855307539044,-0.403467763183529,-0.994837673636763,0.546637121724626,0.588525023772495,0.131946891450774,-15.5822995618064,-16.0849543863799,11.3097335529242,3.01592894744556
148,1.23333333333333,59.582,-3.303,14.533,-23.18,1.03990207492326,-0.057648225193373,0.253648700192336,-0.404567320612286,-0.864985177288376,0.680678408277791,0.494277244164793,0.106814150222061,-16.0849543863763,-14.828317324944,12.3150432020716,1.50796447372398
149,1.24166666666667,59.995,-3.628,14.297,-23.231,1.047110284734,-0.063320545262354,0.249529723157629,-0.405457438530803,-0.730943890735241,0.80424771931899,0.391651884147531,0.094247779607695,-17.5929188601051,-13.8230076757951,13.8230076757959,1.25663706143665
150,1.25,60.344,-4.012,14.11,-23.276,1.05320148382346,-0.070022609590013,0.2462659574564,-0.4062428366942,-0.584336233567699,0.919439449950616,0.276460153515898,0.083775804095723,-17.8442462723884,-12.5663706143595,14.5769899126559,1.25663706143585
151,1.25833333333333,60.623,-4.451,13.978,-23.316,1.05807095243652,-0.077684605006268,0.243962122843767,-0.406940968394998,-0.435634181297796,1.02415920507028,0.154985237577099,0.073303828583758,-18.8495559215409,-10.5557513160615,14.3256625003698,1.75929188600971
152,1.26666666666667,60.831,-4.94,13.904,-23.351,1.06170123728067,-0.08621926504852,0.242670579197292,-0.407551833633196,-0.278554548618289,1.11212379937079,0.035604716740685,0.05864306286701,-19.1008833338278,-8.79645943004774,12.3150432020721,3.51858377201951
153,1.275,60.964,-5.471,13.887,-23.379,1.06402252518582,-0.09548696337661,0.242373873224453,-0.408040525823754,-0.119380520836391,1.18542762795452,-0.067020643276583,0.029321531433514,-20.357520395256,-6.7858401317579,9.80176907919981,5.27787565803289
154,1.28333333333333,61.021,-6.037,13.919,-23.393,1.06501736285946,-0.105365526942898,0.242932378585091,-0.408284871919034,0.050265482457413,1.24197629571917,-0.148702052269916,-0.014660765716761,-21.3628300444158,-4.27256600888182,6.03185789489271,8.04247719318815
155,1.29166666666667,60.997,-6.63,13.99,-23.386,1.06459848383898,-0.115715329407224,0.244171562354007,-0.408162698871394,0.228289066160877,1.27758101245985,-0.198967534727355,-0.081681408993329,-22.3681396935555,-1.00530964914913,4.02123859659448,9.80176907920185
156,1.3,60.888,-7.24,14.085,-23.347,1.06269607495431,-0.126361837844389,0.245829625143401,-0.407482020463116,0.414690230273839,1.28595859286943,-0.232477856365642,-0.163362817986677,-23.3734493427113,1.00530964914894,1.25663706143625,12.0637157897846
157,1.30833333333333,60.69,-7.854,14.196,-23.269,1.05924032303536,-0.137078159451635,0.247766940613115,-0.406120663646561,0.609468974796432,1.27758101245985,-0.242949831877611,-0.263893782901548,-23.6247767549946,3.5185837720206,0.50265482457466,12.817698026645
158,1.31666666666667,60.399,-8.464,14.312,-23.143,1.05416141491206,-0.1477246678888,0.249791522545428,-0.403921548789048,0.806342114421386,1.24825948102635,-0.2471386220824,-0.37070793312359,-24.3787589918574,4.52389342116954,0.251327412287329,14.5769899126571
159,1.325,60.014,-9.06,14.43,-22.966,1.04744189729188,-0.158126830230686,0.251851011062782,-0.400832316013018,1.00949843935353,1.21056036918327,-0.249233017184794,-0.492182849062399,-23.8761041672811,5.52920307031803,1.50796447372238,15.0796447372318
160,1.33333333333333,59.532,-9.638,14.549,-22.731,1.03902941029726,-0.168214833307213,0.253927952872655,-0.396730792270831,1.20846597408087,1.16448367693062,-0.261799387799147,-0.617846555205996,-24.3787589918529,7.2884949563313,3.01592894744624,15.8336269740906
161,1.34166666666667,58.955,-10.194,14.674,-22.436,1.02895886051326,-0.177918863948302,0.256109614437648,-0.391582070977448,1.41162229901298,1.10374621896119,-0.286932129027866,-0.749793446656751,-24.8814138164343,7.79114978089986,4.52389342116873,16.8389366232426
162,1.35,58.281,-10.721,14.811,-22.078,1.01719534135482,-0.187116749106312,0.25850071551288,-0.385333792255308,1.61896741414994,1.03881997078703,-0.32463124087094,-0.890117918517109,-24.3787589918606,8.29380460547669,6.78584013175469,16.5876092109541
163,1.35833333333333,57.508,-11.217,14.966,-21.653,1.0037039462369,-0.195773582196204,0.261205975853471,-0.377916142934332,1.82212373908211,0.969704932408053,-0.381179908635562,-1.02834799527506,-23.1221219304167,7.79114978090282,8.29380460547788,15.3309721495191
164,1.36666666666667,56.638,-11.68,15.148,-21.162,0.988519581744548,-0.203854456632938,0.264382475092101,-0.36934657630704,2.01480808850224,0.904778684233863,-0.450294947014544,-1.15610609652105,-21.3628300444126,6.28318530717924,10.0530964914868,12.8176980266458
165,1.375,55.676,-12.112,15.363,-20.61,0.971729514340363,-0.211394279001553,0.268134932983889,-0.359712358836031,2.19283167220568,0.852418806674037,-0.534070751110267,-1.2629202467431,-18.0955736846797,6.0318578948935,11.0584061406361,10.8070787283496
166,1.38333333333333,54.629,-12.519,15.618,-20.007,0.953455917071982,-0.21849776905717,0.272585522576474,-0.349188023446505,2.34362811957801,0.802153324216591,-0.626224135615567,-1.35297923614601,-15.5822995618,5.52920307031686,12.0637157897846,8.29380460547628
167,1.39166666666667,53.51,-12.902,15.917,-19.361,0.933925682742166,-0.225182380092308,0.277804057039937,-0.337913196478622,2.47348061592635,0.75607663196395,-0.726755100530439,-1.42209427452498,-11.8123883774938,5.27787565803419,12.5663706143574,6.28318530717453
168,1.4,52.329,-13.263,16.264,-18.682,0.913313344276113,-0.231483018692008,0.283860349544358,-0.326062410857581,2.57191718573879,0.712094334813666,-0.831474855650084,-1.47445415208477,-8.29380460548269,5.52920307031523,12.5663706143608,4.52389342117491
169,1.40833333333333,51.101,-13.603,16.661,-17.978,0.891880701061622,-0.237417138148789,0.290789306674775,-0.313775292923541,2.64103222411782,0.666017642561038,-0.936194610769759,-1.51215326392789,-6.28318530718247,6.53451271946656,11.8123883774981,3.76991118430836
170,1.41666666666667,49.84,-13.921,17.108,-17.256,0.869872099193974,-0.242967285170131,0.29859092843119,-0.301174015724141,2.69339210167767,0.611563369898817,-1.03463118058224,-1.5435691904638,-5.78053048260456,7.03716754404083,10.5557513160622,3.01592894744554
171,1.425,48.554,-14.213,17.602,-16.519,0.847427165013327,-0.248063646585954,0.307212854936042,-0.288310939136943,2.74156318903271,0.55292030703181,-1.12259577488276,-1.56870193169251,-6.53451271946415,9.04778684233987,8.79645943005013,1.7592918860097
172,1.43333333333333,47.245,-14.477,18.138,-15.77,0.824580805104721,-0.252671315811219,0.316567819726732,-0.275238423039506,2.79601746169491,0.477522083345645,-1.19589960346651,-1.58336269740926,-4.7752208334601,9.04778684233747,7.03716754404203,1.5079644737236
173,1.44166666666667,45.91,-14.705,18.709,-15.014,0.801280659590597,-0.256650666505766,0.326533649755619,-0.262043733894429,2.83581096864041,0.402123859659499,-1.25454266633353,-1.59592906802362,-2.01061929829223,7.53982236861669,7.28849495632776,0.502654824574657
174,1.45,44.556,-14.897,19.308,-14.252,0.777648901518593,-0.260001698669595,0.336988171975065,-0.248744324994232,2.85256612945951,0.339292006587694,-1.31528012430293,-1.60011785822841,1.50796447371918,4.52389342116874,7.28849495632936,-1.00530964914934
175,1.45833333333333,43.194,-15.059,19.936,-13.488,0.753877517106431,-0.262829132057826,0.347948839677589,-0.235410009508995,2.83999975884519,0.301592894744621,-1.37601758227234,-1.59174027781883,5.52920307032539,0.753982236862132,7.03716754403665,-2.5132741228763
176,1.46666666666667,41.838,-15.203,20.593,-12.728,0.730210852449388,-0.265342406180698,0.359415652863192,-0.222145507193838,2.79392306659248,0.295309709437437,-1.43466064513931,-1.57079632679486,11.3097335529182,-3.51858377202187,6.53451271947098,-3.5185837720159
177,1.475,40.504,-15.344,21.278,-11.978,0.706928160227783,-0.26780332042601,0.371371158239353,-0.209055537803881,2.69967528698482,0.324631240870953,-1.48911491780157,-1.5414747953614,17.3415914478122,-7.79114978090162,6.03185789489192,-4.02123859659489
178,1.48333333333333,39.215,-15.499,21.989,-11.242,0.684430866169576,-0.270508580766601,0.383780449221033,-0.196209914509203,2.55516202491972,0.389557489045133,-1.539380400259,-1.50796447372311,22.1168122812754,-11.5610609652108,5.2778756580307,-4.52389342116912
179,1.49166666666667,37.995,-15.685,22.724,-10.522,0.663137849295245,-0.273754893175311,0.396608619223191,-0.183643543894843,2.37085525590909,0.485899663755222,-1.58336269740926,-1.47026536188003,24.6300864041423,-13.3203528512213,4.27256600888301,-4.02123859659529
180,1.5,36.863,-15.917,23.48,-9.82,0.64338072216267,-0.277804057039937,0.409803308368269,-0.171391332545843,2.16560453587458,0.596902604182066,-1.61896741414995,-1.43675504024174,24.1274315795692,-12.5663706143585,4.02123859659406,-3.5185837720202
181,1.50833333333333,35.829,-16.202,24.253,-9.134,0.625334017697048,-0.282778245408121,0.423294703486185,-0.159418373877162,1.96454260604483,0.701622359301719,-1.65247773578823,-1.40743350880823,18.8495559215409,-9.2991142546256,3.76991118430916,-2.76460153515944
182,1.51666666666667,34.891,-16.537,25.042,-8.462,0.608962829313341,-0.288625098402302,0.43706535128442,-0.14768976130376,1.80746297336533,0.779114978090266,-1.68389366232414,-1.38439516268191,11.8123883775028,-5.02654824574236,4.52389342116243,-1.75929188601447
183,1.525,34.028,-16.909,25.846,-7.801,0.59390063786863,-0.295117723219721,0.451097798470454,-0.136153134948078,1.7090264035528,0.821002880138119,-1.72159277416716,-1.36973439696512,6.78584013174666,-2.01061929829961,5.02654824575035,-0.753982236857196
184,1.53333333333333,33.212,-17.301,26.668,-7.147,0.579658751172357,-0.301959413887539,0.465444404921848,-0.124738681640035,1.65247773578825,0.837758040957282,-1.76348067621508,-1.36345121165798,5.52920307031963,-1.25663706143584,4.77522083345447,-1.00530964914852
185,1.54166666666667,32.423,-17.701,27.51,-6.496,0.565888103374121,-0.308940730895516,0.48014007722364,-0.113376588209552,1.60640104353558,0.848230016469248,-1.80327418316054,-1.3550736312484,7.79114978090322,-1.50796447372319,4.77522083345924,-1.5079644737236
186,1.55,31.656,-18.106,28.371,-5.849,0.552501428011325,-0.316009314366093,0.495167362083311,-0.102084307949148,1.54147479536139,0.860796387083608,-1.84306769010603,-1.34250726063404,12.0637157897838,-2.51327412287169,3.76991118430516,-2.26194671058415
187,1.55833333333333,30.92,-18.517,29.251,-5.208,0.539655804716647,-0.32318261759179,0.510526259500861,-0.090896747443865,1.44094383044652,0.881740338107538,-1.87448361664191,-1.32365770471251,15.8336269740914,-3.01592894744556,3.01592894744794,-3.2672563597337
188,1.56666666666667,30.232,-18.938,30.146,-4.576,0.527647939462926,-0.330530453742686,0.526146956306211,-0.079866266571261,1.30899693899576,0.906873079336251,-1.89961635787064,-1.29643056838139,19.1008833338275,-3.01592894744716,2.51327412287011,-4.02123859659486
189,1.575,29.607,-19.371,31.053,-3.957,0.516739631637961,-0.338087729403821,0.541977092621799,-0.069062678501416,1.14982291121387,0.932005820564977,-1.92056030889456,-1.2629202467431,21.1115026321245,-1.7592918860105,1.7592918860121,-4.27256600888221
190,1.58333333333333,29.058,-19.816,31.97,-3.354,0.507157774044512,-0.345854444575196,0.557981761862587,-0.05853834311189,0.973893722612832,0.946666586281731,-1.93522107461132,-1.22731553000242,21.6141574566993,3.82360809680905E-12,1.50796447371614,-3.26725635973722
191,1.59166666666667,28.593,-20.268,32.894,-2.768,0.499041993022739,-0.353743332794211,0.574108604151015,-0.048310713695203,0.793775743807005,0.9466665862817,-1.94778744522563,-1.20008839367127,21.6141574566952,3.01592894744245,0.251327412294356,-2.01061929829359
192,1.6,28.214,-20.72,33.824,-2.195,0.49242719515768,-0.361632221013225,0.590340166194562,-0.038309977081276,0.613657765001208,0.921533845053012,-1.94988184032808,-1.18333323285216,21.3628300444102,5.52920307031884,-1.00530964914931,-0.251327412287222
193,1.60833333333333,27.921,-21.16,34.755,-1.63,0.487313380449337,-0.369311669722,0.606589181530629,-0.028448866807508,0.43563418129779,0.875457152800355,-1.9415042599185,-1.18123883774977,20.6088478075498,7.53982236861429,-2.51327412287329,2.01061929829748
194,1.61666666666667,27.713,-21.578,35.682,-1.066,0.483683095605189,-0.376607145995336,0.622768383696617,-0.01860520982626,0.263893782901542,0.812625299728569,-1.92056030889456,-1.19799399856891,18.3469010969647,6.03185789489431,-5.78053048260299,2.01061929829751
195,1.625,27.587,-21.966,36.599,-0.494,0.481483980747676,-0.383379023493074,0.638773052937405,-0.008621926504852,0.111002940426837,0.762359817271117,-1.87238922153953,-1.21474915938806,10.5557513160614,4.02123859659327,-8.79645943005253,1.25663706143598
196,1.63333333333333,27.534,-22.33,37.493,0.086,0.480558956244119,-0.389732021970334,0.654376296450234,0.001500983156715,0.023038346126325,0.72884949563284,-1.79908539295576,-1.22522113490002,-3.01592894744636,1.25663706143664,-10.8070787283496,-1.75929188601039
197,1.64166666666667,27.523,-22.678,38.352,0.671,0.480366970026399,-0.395805767767274,0.669368674724865,0.011711159280882,0.048171087355045,0.718377520120868,-1.70902640355285,-1.21056036918327,-21.6141574566984,2.29150032282633E-12,-12.3150432020755,-4.02123859659875
198,1.65,27.5,-23.021,39.168,1.249,0.479965544298441,-0.401792247101615,0.683610561421139,0.021799162357409,0.228289066160864,0.718377520120849,-1.60640104353555,-1.17705004754495,-30.1592894744603,-3.09086090055636E-12,-15.8336269740874,-5.02654824573962
199,1.65833333333333,27.391,-23.364,39.935,1.811,0.478063135413767,-0.407778726435955,0.696997236783936,0.031607912753617,0.479616478448039,0.718377520120874,-1.47445415208482,-1.13516214549712,-22.8707945181334,0.251327412288927,-19.1008833338291,-4.77522083345674
