,,Elbow angle (degrees),,,,Elbow angle (rad),,,,Elbow angular velocity (rad/s),,,,Elbow angular acceleration (rad/s^2),,,
,,,,,,,,,,,,,,,,,
MAX,,57,1.524,45.594,19.747,0.994837673636768,0.026598817800394,0.795765419154295,0.34465016739132,2.55097323471493,1.54566358556618,2.58029476614838,0.531976356007879,25.1327412287156,16.0849543863803,18.5982285092481,11.8123883774969
MIN,,20.339,-26.852,15.738,11.669,0.354982516563127,-0.468655810745517,0.274679917678868,0.203662470415218,-2.44625347959525,-1.65038334068585,-1.94988184032807,-0.68277280338019,-25.8867234655782,-22.8707945181338,-25.6353960532889,-8.29380460547788
,,,,,,,,,,,,,,,,,
frame,t (sec),R_Elbow_Ang,R_Shl_Flex_Ang,L_Elbow_Ang,L_Shl_Add_Ang,R_Elbow_Ang,R_Shl_Flex_Ang,L_Elbow_Ang,L_Shl_Flex_Ang,R_Elbow_Ang_Vel,R_Shl_Flex_Vel,L_Elbow_Ang_Vel,L_Shl_Flex_Vel,R_Elbow_Ang_Acc,R_Shl_Flex_Acc,L_Elbow_Ang_Acc,L_Shl_Flex_Acc
72,0.6,27.566,-17.123,36.098,15.027,0.481117461604757,-0.298852727818989,0.630028953384913,0.262270626697188,1.11840698467796,0.789586953602231,-1.68179926722175,0.12985249634838,13.0690254389331,-4.02123859659437,-0.502654824580546,4.27256600888315
73,0.608333333333333,27.032,-17.5,36.901,14.965,0.471797403399107,-0.305432619099008,0.644043947278428,0.261188522560951,1.00949843935352,0.823097275240517,-1.67761047701692,0.094247779607687,13.069025438933,-4.27256600888425,-1.50796447371806,3.51858377201922
74,0.616666666666667,26.55,-17.893,37.702,14.92,0.463384916404494,-0.312291763059345,0.658024034586902,0.260403124397554,0.900589894029075,0.85870199198122,-1.6650441064026,0.064926248174193,13.0690254389331,-4.52389342116874,-3.01592894744637,4.02123859659567
75,0.625,26.12,-18.303,38.497,14.889,0.455880000620919,-0.319447612992522,0.671899402140257,0.259862072329436,0.791681348704632,0.896401103824292,-1.63991136517388,0.031415926535896,12.8176980266469,-3.76991118430525,-3.51858377202359,3.76991118430754
76,0.633333333333333,25.742,-18.731,39.28,14.874,0.44928265604838,-0.326917622191058,0.685565330183373,0.259600272941637,0.684867198482575,0.927817030360169,-1.61058983374035,0,11.8123883774984,-2.51327412287395,-5.5292030703138,3.26725635973364
77,0.641666666666667,25.415,-19.174,40.049,14.874,0.443575429394359,-0.334649430777393,0.698986912131209,0.259600272941637,0.586430628670087,0.948760981384119,-1.56451314148773,-0.027227136331114,9.80176907919786,-1.50796447372319,-6.7858401317587,3.01592894744556
78,0.65,25.135,-19.627,40.796,14.887,0.438688507488775,-0.342555772288927,0.712024521643607,0.259827165744396,0.504749219676772,0.961327351998479,-1.50796447372308,-0.052359877559827,8.5451320177668,0.25132741228573,-9.29911425462079,2.01061929829784
79,0.658333333333333,24.894,-20.086,41.516,14.912,0.434482263991468,-0.350566833555581,0.724590892257966,0.260263498057394,0.433539786195382,0.959232956896098,-1.43047185493457,-0.069115038378975,7.03716754403943,1.25663706143976,-11.812388377501,1.25663706143652
80,0.666666666666667,24.687,-20.544,42.199,14.945,0.43086943243984,-0.358560441529715,0.736511491049087,0.260839456710553,0.374896723328387,0.9487609813841,-1.33203528512206,-0.079587013890946,6.28318530718015,2.0106192982939,-13.8230076757936,-0.251327412287998
81,0.675,24.508,-20.997,42.835,14.983,0.42774529307877,-0.366466783041249,0.747611785091771,0.26150268182631,0.322536845768552,0.932005820564984,-1.21684355449045,-0.077492618788546,5.52920307031885,3.01592894744876,-16.0849543863795,-2.26194671058437
82,0.683333333333333,24.354,-21.442,43.416,15.02,0.425057486030699,-0.374233498212624,0.757752148045858,0.262148453649548,0.276460153515895,0.906873079336244,-1.08280226793729,-0.05864306286701,4.27256600888061,3.76991118430595,-17.5929188601019,-3.51858377202101
